id,title,playstation,xbox,nintendo,pc,other,score,genre,editors_choice,release_year,release_month
3024,Alice in Wonderland: The Movie,FALSE,FALSE,TRUE,FALSE,TRUE,6.5,Adventure,N,2010.0,2.0
3025,Alien Breed 2: Assault,FALSE,TRUE,FALSE,TRUE,FALSE,8.0,Shooter,N,2010.0,9.0
3026,Alien Breed Impact,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,Shooter,N,2010.0,11.0
3027,Alien Zombie Death,TRUE,FALSE,FALSE,FALSE,FALSE,8.5,Shooter,Y,2010.0,4.0
3028,Aliens vs. Predator,TRUE,TRUE,FALSE,FALSE,FALSE,7.0,Action,N,2010.0,2.0
3029,Aliens vs. Predator (PC),FALSE,FALSE,FALSE,TRUE,FALSE,7.3,Action,N,2010.0,2.0
3030,All-In-1 Gamebox,FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,3.0
3031,Alpha Bounce,FALSE,FALSE,TRUE,FALSE,FALSE,9.0,Action,Y,2010.0,4.0
3032,Alpha Protocol,FALSE,TRUE,FALSE,TRUE,FALSE,6.3,Action-RPG,N,2010.0,6.0
3033,Altered Beast (iOS),FALSE,FALSE,FALSE,FALSE,TRUE,6.0,Action,N,2010.0,12.0
3034,Amazon: Hidden Expedition,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Adventure,N,2010.0,4.0
3035,America's Test Kitchen: Let's Get Cooking,FALSE,FALSE,TRUE,FALSE,FALSE,8.5,Simulation,Y,2010.0,3.0
3036,American McGee's Crooked House,FALSE,FALSE,FALSE,FALSE,TRUE,6.0,Puzzle,N,2010.0,4.0
3037,Amnesia: The Dark Descent,FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Adventure,Y,2010.0,9.0
3038,Anarchy: Rush Hour,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,Racing,N,2010.0,3.0
3039,Ancient Tribe,FALSE,FALSE,TRUE,FALSE,FALSE,6.0,Strategy,N,2010.0,7.0
3040,Ancients of Ooga,FALSE,TRUE,FALSE,FALSE,FALSE,7.5,Action,N,2010.0,7.0
3041,And Yet It Moves (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Platformer,N,2010.0,8.0
3042,Angry Birds (iOS),FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,2.0
3043,Angry Birds Halloween HD,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,10.0
3044,Angry Birds Seasons,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,10.0
3045,Animal Color Cross,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Puzzle,N,2010.0,7.0
3046,Apache: Air Assault,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Action,N,2010.0,11.0
3047,APB,FALSE,FALSE,FALSE,TRUE,FALSE,7.7,Action,N,2010.0,7.0
3048,Aqua: Naval Warfare,FALSE,TRUE,FALSE,FALSE,FALSE,5.5,Action,N,2010.0,5.0
3049,Arc Rise Fantasia,FALSE,FALSE,TRUE,FALSE,FALSE,6.5,RPG,N,2010.0,8.0
3050,Arcade Hits: Shienryu,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,Shooter,N,2010.0,10.0
3051,Arcade Sports,FALSE,FALSE,TRUE,FALSE,FALSE,4.0,Sports,N,2010.0,7.0
3052,Arcania: Gothic IV,FALSE,TRUE,FALSE,TRUE,FALSE,7.5,Action-RPG,N,2010.0,10.0
3053,Archetype,FALSE,FALSE,FALSE,FALSE,TRUE,8.4,Shooter,N,2010.0,7.0
3054,Archetype HD,FALSE,FALSE,FALSE,FALSE,TRUE,6.5,Shooter,N,2010.0,8.0
3055,Arctic Adventures: Polar's Puzzles,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,Adventure,N,2010.0,8.0
3056,ArmA II: Operation Arrowhead,FALSE,FALSE,FALSE,TRUE,FALSE,8.0,Shooter,N,2010.0,7.0
3057,Army of Two: The 40th Day (Portable),TRUE,FALSE,FALSE,FALSE,FALSE,5.0,Shooter,N,2010.0,1.0
3058,Army of Two: The 40th Day,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Shooter,Y,2010.0,1.0
3059,Army of Two: The 40th Day -- Chapters of Deceit,TRUE,TRUE,FALSE,FALSE,FALSE,6.0,Shooter,N,2010.0,4.0
3060,Art Academy,FALSE,FALSE,TRUE,FALSE,FALSE,6.5,Productivity,N,2010.0,11.0
3061,Art Style: Light Trax,FALSE,FALSE,TRUE,FALSE,FALSE,6.5,Puzzle,N,2010.0,7.0
3062,Art Style: Rotozoa,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Puzzle,Y,2010.0,7.0
3063,Asphalt 5 HD,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Racing,N,2010.0,7.0
3064,Asphalt 6: Adrenaline,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Racing,N,2010.0,12.0
3065,Assassin's Creed II (PC),FALSE,FALSE,FALSE,TRUE,FALSE,8.9,Action-Adventure,N,2010.0,3.0
3066,Assassin's Creed II: Battle of Forli,TRUE,TRUE,FALSE,FALSE,FALSE,7.4,Action-Adventure,N,2010.0,1.0
3067,Assassin's Creed II: Bonfire of the Vanities,TRUE,TRUE,FALSE,FALSE,FALSE,7.4,Action-Adventure,N,2010.0,2.0
3068,Assassin's Creed II: Discovery (Mobile),FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action-Adventure,N,2010.0,2.0
3069,Assassin's Creed: Altair's Chronicles (Android),FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Action-Adventure,N,2010.0,9.0
3070,Assassin's Creed: Brotherhood,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,Action-Adventure,N,2010.0,11.0
3071,Assault Squadron,FALSE,FALSE,FALSE,FALSE,TRUE,6.5,Shooter,N,2010.0,6.0
3072,Atari's Greatest Hits Volume 1,FALSE,FALSE,TRUE,FALSE,FALSE,6.0,Action,N,2010.0,11.0
3073,Atelier Rorona: The Alchemist of Arland,TRUE,FALSE,FALSE,FALSE,FALSE,5.0,RPG,N,2010.0,10.0
3074,Attack of the Movies 3D (Xbox 360),FALSE,TRUE,FALSE,FALSE,FALSE,4.0,Action,N,2010.0,5.0
3075,Attack of the Movies 3D (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Action,N,2010.0,5.0
3076,Attack on Pearl Harbor -- Episode 1: Red Sun Rising,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Simulation,N,2010.0,7.0
3077,Aura-Aura Climber,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Action,Y,2010.0,2.0
3078,Avatar: The Game (iPad),FALSE,FALSE,FALSE,FALSE,TRUE,6.0,Action,N,2010.0,4.0
3079,Avatar: The Game (Android),FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,10.0
3080,Avenging Spirit (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,5.0,Action,N,2010.0,12.0
3081,Babysitting Mama,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Simulation,N,2010.0,11.0
3082,Back to the Future: The Game -- Episode 1: It's About Time (PC),FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Adventure,Y,2010.0,12.0
3083,Backbreaker,TRUE,TRUE,FALSE,FALSE,FALSE,5.0,Sports,N,2010.0,6.0
3084,Backbreaker Football,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Sports,N,2010.0,7.0
3085,Balloon Pop Festival,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Simulation,N,2010.0,7.0
3086,Bang Attack,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Action,N,2010.0,4.0
3087,Banzai Rabbit,FALSE,FALSE,FALSE,FALSE,TRUE,7.8,Action,N,2010.0,6.0
3088,Baseball Superstars 2011,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Sports,N,2010.0,11.0
3089,Bass Pro Shops: The Hunt (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Sports,N,2010.0,7.0
3090,Bass Pro Shops: The Hunt (Xbox 360),FALSE,TRUE,FALSE,FALSE,FALSE,6.0,Sports,N,2010.0,6.0
3091,Batman: The Brave and the Bold (DS),FALSE,FALSE,TRUE,FALSE,FALSE,7.5,Action,N,2010.0,9.0
3092,Batman: The Brave and the Bold (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,6.5,Action,N,2010.0,9.0
3093,Battle of Giants: Dinosaurs -- Fight For Survival,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Fighting,N,2010.0,3.0
3094,Battle of Giants: Dinosaurs Strike,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Battle,N,2010.0,11.0
3095,Battle of Giants: Mutant Insects,FALSE,FALSE,TRUE,FALSE,FALSE,6.0,Fighting,N,2010.0,3.0
3096,Battlefield: Bad Company 2,TRUE,TRUE,FALSE,TRUE,FALSE,8.9,Shooter,Y,2010.0,2.0
3097,Battlefield: Bad Company 2 (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,5.0,Shooter,N,2010.0,12.0
3098,Battlefield: Bad Company 2 -- Vietnam,FALSE,TRUE,FALSE,TRUE,FALSE,9.5,Shooter,Y,2010.0,12.0
3099,Beat Hazard,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,Shooter,N,2010.0,7.0
3100,Beaterator (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Music,N,2010.0,1.0
3101,Bejeweled 2,TRUE,FALSE,TRUE,FALSE,FALSE,7.0,Puzzle,N,2010.0,7.0
3102,Bejeweled Live,FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Puzzle,N,2010.0,11.0
3103,Bejeweled Twist (DS),FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Puzzle,N,2010.0,2.0
3104,Ben 10 Alien Force: The Rise of Hex,FALSE,TRUE,TRUE,FALSE,FALSE,4.5,Puzzle,N,2010.0,6.0
3105,Beyblade: Metal Fusion,FALSE,FALSE,TRUE,FALSE,FALSE,4.0,Action,N,2010.0,11.0
3106,Beyblade: Metal Fusion -- Battle Fortress,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Action,N,2010.0,11.0
3107,BioShock 2,TRUE,TRUE,FALSE,TRUE,FALSE,9.1,Shooter,Y,2010.0,2.0
3108,BioShock 2: Minerva's Den,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Shooter,N,2010.0,8.0
3109,Bird Strike (Gold Edition),FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Action,N,2010.0,5.0
3110,Bit.Trip Beat (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,10.0
3111,Bit.Trip Beat (PC),FALSE,FALSE,FALSE,TRUE,FALSE,7.5,Action,N,2010.0,11.0
3112,Bittos,FALSE,FALSE,TRUE,FALSE,FALSE,7.5,Puzzle,N,2010.0,1.0
3113,Blacklight: Tango Down (Xbox 360),FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Shooter,N,2010.0,7.0
3114,Blacklight: Tango Down (PC),FALSE,FALSE,FALSE,TRUE,FALSE,6.5,Shooter,N,2010.0,7.0
3115,Blade Kitten,TRUE,TRUE,FALSE,TRUE,FALSE,5.0,Action,N,2010.0,9.0
3116,Blaster Master Overdrive,FALSE,FALSE,TRUE,FALSE,FALSE,6.5,Action-Adventure,N,2010.0,2.0
3117,BlayzBloo: Super Melee Brawlers Battle Royale,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Fighting,N,2010.0,8.0
3118,BlazBlue: Calamity Trigger Portable,TRUE,FALSE,FALSE,FALSE,FALSE,8.0,Fighting,N,2010.0,4.0
3119,BlazBlue: Continuum Shift,TRUE,TRUE,FALSE,FALSE,FALSE,8.5,Fighting,Y,2010.0,7.0
3120,Blokus,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,4.0
3121,Blokus HD,FALSE,FALSE,FALSE,FALSE,TRUE,8.5,Puzzle,Y,2010.0,6.0
3122,Blood Beach,FALSE,FALSE,TRUE,FALSE,FALSE,2.0,Adventure,N,2010.0,6.0
3123,Blood Bowl,FALSE,TRUE,FALSE,TRUE,FALSE,6.4,Sports,N,2010.0,1.0
3124,Blood Drive,TRUE,TRUE,FALSE,FALSE,FALSE,5.5,Action,N,2010.0,11.0
3125,Bloons (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,2.0,Action,N,2010.0,2.0
3126,Bloons (DSi),FALSE,FALSE,TRUE,FALSE,FALSE,4.0,Action,N,2010.0,5.0
3127,Blue Dragon: Awakened Shadow,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,RPG,N,2010.0,6.0
3128,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 1,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Adventure,N,2010.0,3.0
3129,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 2,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Adventure,N,2010.0,3.0
3130,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 3,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Adventure,N,2010.0,3.0
3131,Blur,TRUE,TRUE,FALSE,TRUE,FALSE,7.0,Racing,N,2010.0,5.0
3132,Bomberman Live: Battlefest,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Action,N,2010.0,12.0
3133,Borderlands: Claptrap's New Robot Revolution,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Action-RPG,Y,2010.0,9.0
3134,Borderlands: Double Game Add-On Pack,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Action-RPG,N,2010.0,4.0
3135,Borderlands: Mad Moxxi's Underdome Riot,TRUE,TRUE,FALSE,TRUE,FALSE,6.0,Action-RPG,N,2010.0,1.0
3136,Borderlands: The Secret Armory of General Knoxx,TRUE,TRUE,FALSE,FALSE,FALSE,8.8,Action-RPG,N,2010.0,2.0
3137,Bounce & Break,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Action,N,2010.0,5.0
3138,Brain Drain (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,3.0,Puzzle,N,2010.0,4.0
3139,Brain Drain (DSi),FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Puzzle,N,2010.0,7.0
3140,Braveheart,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Adventure,N,2010.0,12.0
3141,BreakQuest,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Action,N,2010.0,4.0
3142,Brothers in Arms: Global Front,FALSE,FALSE,FALSE,FALSE,TRUE,7.7,Shooter,N,2010.0,2.0
3143,Bruce Lee: Dragon Warrior HD,FALSE,FALSE,FALSE,FALSE,TRUE,8.3,Fighting,N,2010.0,6.0
3144,Brunswick Pro Bowling,TRUE,FALSE,FALSE,FALSE,FALSE,4.0,Sports,N,2010.0,9.0
3145,Bubble Bobble Double,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Puzzle,N,2010.0,10.0
3146,Buck and the Coin of Destiny,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Platformer,N,2010.0,10.0
3147,Busy Sweets Factory,TRUE,FALSE,FALSE,FALSE,FALSE,5.8,Puzzle,N,2010.0,5.0
3148,California Gold Rush 2,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Puzzle,N,2010.0,2.0
3149,Call of Duty: Black Ops (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,7.5,Shooter,N,2010.0,11.0
3150,Call of Duty: Black Ops,TRUE,TRUE,FALSE,TRUE,FALSE,8.5,Shooter,Y,2010.0,11.0
3151,Calling,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,Adventure,N,2010.0,4.0
3152,Capcom Arcade,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Action,N,2010.0,11.0
3153,Car Jack Streets (DSi),FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Action,N,2010.0,3.0
3154,Car Jack Streets (PSP),TRUE,FALSE,FALSE,FALSE,FALSE,6.0,Action,N,2010.0,5.0
3155,Carcassonne,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Board,N,2010.0,6.0
3156,CarneyVale Showtime,FALSE,FALSE,FALSE,FALSE,TRUE,8.5,Puzzle,Y,2010.0,11.0
3157,Castle Crashers (PS3),TRUE,FALSE,FALSE,FALSE,FALSE,8.5,Action,Y,2010.0,9.0
3158,Castlevania Puzzle: Encore of the Night,FALSE,FALSE,FALSE,FALSE,TRUE,7.4,Puzzle,N,2010.0,7.0
3159,Castlevania X: Rondo of Blood,FALSE,FALSE,TRUE,FALSE,FALSE,9.0,Platformer,Y,2010.0,3.0
3160,Castlevania: Harmony of Despair,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Action-Adventure,N,2010.0,8.0
3161,Castlevania: Lords of Shadow,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Action,N,2010.0,9.0
3162,Castlevania: The Adventure ReBirth,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Action,N,2010.0,1.0
3163,Cave Story,FALSE,FALSE,TRUE,FALSE,FALSE,8.5,Adventure,Y,2010.0,3.0
3164,Chaos Rings,FALSE,FALSE,FALSE,FALSE,TRUE,9.0,RPG,Y,2010.0,4.0
3165,Charge! Tank Squad!,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,Strategy,N,2010.0,4.0
3166,Chess Challenge! (DSi),FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Strategy,N,2010.0,5.0
3167,Chess Challenge! (Wii),FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Strategy,N,2010.0,5.0
3168,Chime,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Music,N,2010.0,2.0
3169,Cho Aniki Zero,TRUE,FALSE,FALSE,FALSE,FALSE,5.9,Shooter,N,2010.0,3.0
3170,Chocobo Panic,FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,5.0
3171,Chop Chop Runner,FALSE,FALSE,FALSE,FALSE,TRUE,6.5,Action,N,2010.0,4.0
3172,Chronos Twins DX,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Platformer,N,2010.0,1.0
3173,Chu Chu Rocket,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,10.0
3174,Chu Chu Rocket HD,FALSE,FALSE,FALSE,FALSE,TRUE,8.5,Puzzle,Y,2010.0,10.0
3175,Cities XL 2011,FALSE,FALSE,FALSE,TRUE,FALSE,7.0,Simulation,N,2010.0,11.0
3176,City of Heroes: Going Rogue,FALSE,FALSE,FALSE,TRUE,FALSE,7.0,RPG,N,2010.0,9.0
3177,ClaDun: This is an RPG,TRUE,FALSE,FALSE,FALSE,FALSE,8.0,RPG,N,2010.0,10.0
3178,Clash of the Titans,FALSE,TRUE,FALSE,FALSE,FALSE,3.0,Action,N,2010.0,7.0
3179,Clones,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,Strategy,N,2010.0,12.0
3180,Coconut Dodge,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,Action,N,2010.0,9.0
3181,Cogs (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Puzzle,N,2010.0,2.0
3182,Comic Jumper: The Adventures of Captain Smiley,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Action,N,2010.0,10.0
3183,Command & Conquer 4: Tiberian Twilight,FALSE,FALSE,FALSE,TRUE,FALSE,7.4,Strategy,N,2010.0,3.0
3184,Command & Conquer: Red Alert (iPad),FALSE,FALSE,FALSE,FALSE,TRUE,6.5,Strategy,N,2010.0,4.0
3185,Cooking Dash 3: Thrills & Spills,FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Strategy,Y,2010.0,11.0
3186,Cosmos X2,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Shooter,N,2010.0,9.0
3187,Costume Quest,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,RPG,N,2010.0,10.0
3188,Crackdown 2,FALSE,TRUE,FALSE,FALSE,FALSE,7.5,Shooter,N,2010.0,7.0
3189,Crafting Mama,FALSE,FALSE,TRUE,FALSE,FALSE,6.0,Simulation,N,2010.0,11.0
3190,Crash Bandicoot Nitro Kart 2,FALSE,FALSE,FALSE,FALSE,TRUE,7.2,Racing,N,2010.0,6.0
3191,Crazy Golf,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Sports,N,2010.0,5.0
3192,Crazy Sudoku,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Puzzle,N,2010.0,7.0
3193,Crazy Taxi,TRUE,TRUE,FALSE,FALSE,FALSE,6.0,Racing,N,2010.0,11.0
3194,Create (Xbox 360),FALSE,TRUE,FALSE,FALSE,FALSE,5.5,Adventure,N,2010.0,12.0
3195,Create,TRUE,FALSE,TRUE,TRUE,FALSE,6.0,Adventure,N,2010.0,11.0
3196,Cruise Party,FALSE,FALSE,TRUE,FALSE,FALSE,3.0,Party,N,2010.0,7.0
3197,Crush the Castle (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,7.9,Action,N,2010.0,2.0
3198,Crush the Castle (Android),FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,9.0
3199,Crystal Defenders (iPad),FALSE,FALSE,FALSE,FALSE,TRUE,5.0,RPG,N,2010.0,7.0
3200,Crystal Monsters,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,RPG,N,2010.0,8.0
3201,CSI: Crime Scene Investigation: Deadly Intent -- Hidden Cases,FALSE,FALSE,TRUE,FALSE,FALSE,7.5,Adventure,N,2010.0,1.0
3202,Cut the Rope (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,9.0,Puzzle,Y,2010.0,10.0
3203,Dairojo! Samurai Defenders,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Strategy,N,2010.0,12.0
3204,Dance Central,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Music,N,2010.0,11.0
3205,Dance Dance Revolution,TRUE,FALSE,TRUE,FALSE,FALSE,7.0,Music,N,2010.0,12.0
3206,DanceMasters,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Music,N,2010.0,11.0
3207,Dante's Inferno,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Action,N,2010.0,2.0
3208,Dante's Inferno (PSP),TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Action,N,2010.0,3.0
3209,Dante's Inferno: Dark Forest,TRUE,TRUE,FALSE,FALSE,FALSE,6.0,Action,N,2010.0,3.0
3210,Dark Nebula 2,FALSE,FALSE,FALSE,FALSE,TRUE,8.5,Action,N,2010.0,8.0
3211,Dark Void,TRUE,TRUE,FALSE,TRUE,FALSE,5.0,Action,N,2010.0,1.0
3212,Dark Void Zero (DSi),FALSE,FALSE,TRUE,FALSE,FALSE,8.5,Action,Y,2010.0,2.0
3213,Dark Void Zero (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Action,N,2010.0,4.0
3214,Darksiders,TRUE,TRUE,FALSE,FALSE,FALSE,7.8,Action,N,2010.0,1.0
3215,Darksiders (PC),FALSE,FALSE,FALSE,TRUE,FALSE,8.0,Action,N,2010.0,9.0
3216,DarkStar One: Broken Alliance,FALSE,TRUE,FALSE,FALSE,FALSE,6.0,Action-Adventure,N,2010.0,7.0
3217,Dart Rage,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Strategy,N,2010.0,3.0
3218,Darwinia+,FALSE,TRUE,FALSE,FALSE,FALSE,8.9,Strategy,Y,2010.0,2.0
3219,Data East Arcade Classics,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Action,N,2010.0,2.0
3220,Date or Ditch,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Simulation,N,2010.0,7.0
3221,Dawn of Discovery: Venice,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,Strategy,N,2010.0,4.0
3222,Dawn of the Dead,FALSE,FALSE,FALSE,FALSE,TRUE,4.0,Action,N,2010.0,1.0
3223,de Blob: Revolution,FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Action,N,2010.0,3.0
3224,Dead Nation,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,Shooter,N,2010.0,11.0
3225,Dead or Alive Paradise,TRUE,FALSE,FALSE,FALSE,FALSE,5.0,Sports,N,2010.0,3.0
3226,Dead Rising (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,2.5,Action-Adventure,N,2010.0,12.0
3227,Dead Rising 2,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,Action-Adventure,Y,2010.0,9.0
3228,Dead Rising 2 (Zombrex Edition),TRUE,TRUE,FALSE,FALSE,FALSE,8.0,Action-Adventure,Y,2010.0,9.0
3229,Dead Rising 2: Case 0,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Action-Adventure,N,2010.0,8.0
3230,Dead Rising 2: Case West,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Action-Adventure,Y,2010.0,12.0
3231,Dead Space Ignition,TRUE,TRUE,FALSE,FALSE,FALSE,4.5,Action-Adventure,N,2010.0,10.0
3232,Dead to Rights: Retribution,TRUE,TRUE,FALSE,FALSE,FALSE,6.0,Action,N,2010.0,4.0
3233,Deadliest Catch: Sea of Chaos,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,Sports,N,2010.0,12.0
3234,Deadliest Warrior: The Game,TRUE,TRUE,FALSE,FALSE,FALSE,7.0,Fighting,N,2010.0,7.0
3235,Deadly Premonition,FALSE,TRUE,FALSE,FALSE,FALSE,2.0,Action-Adventure,N,2010.0,2.0
3236,Death By Cube,FALSE,TRUE,FALSE,FALSE,FALSE,4.9,Shooter,N,2010.0,1.0
3237,Death Worm,FALSE,FALSE,FALSE,FALSE,TRUE,8.0,Action,N,2010.0,11.0
3238,DeathSmiles (Limited Edition),FALSE,TRUE,FALSE,FALSE,FALSE,7.5,Shooter,N,2010.0,6.0
3239,DeathSpank,TRUE,TRUE,FALSE,TRUE,FALSE,8.5,Action-RPG,Y,2010.0,7.0
3240,DeathSpank: Thongs of Virtue,TRUE,TRUE,FALSE,TRUE,FALSE,8.5,Action-RPG,Y,2010.0,9.0
3241,Def Jam Rapstar,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Music,N,2010.0,10.0
3242,Dementium II,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Adventure,N,2010.0,5.0
3243,Denki Blocks!,FALSE,FALSE,FALSE,FALSE,TRUE,7.5,Puzzle,N,2010.0,5.0
3244,Diatomic,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,Action,N,2010.0,1.0
3245,Did It Myself ABC123,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Simulation,N,2010.0,8.0
3246,Digi-Tiles,TRUE,FALSE,FALSE,FALSE,FALSE,4.0,Puzzle,N,2010.0,4.0
3247,Diner Dash,TRUE,TRUE,TRUE,FALSE,FALSE,6.4,Action,N,2010.0,3.0
3248,Diner Dash 5: Boom,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,Strategy,N,2010.0,3.0
3249,Diner Dash: Grilling Green,FALSE,FALSE,FALSE,FALSE,TRUE,7.0,Strategy,N,2010.0,4.0
3250,Disciples III: Renaissance,FALSE,FALSE,FALSE,TRUE,FALSE,6.0,Strategy,N,2010.0,8.0
3251,Disney Epic Mickey,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Action-Adventure,N,2010.0,11.0
3252,Disney Fireworks,FALSE,FALSE,TRUE,FALSE,FALSE,5.0,Simulation,N,2010.0,3.0
3253,Disney Sing It: Family Hits,TRUE,FALSE,TRUE,FALSE,FALSE,6.5,Music,N,2010.0,8.0
