id,season,number,production_code,episode_title,guest_star,role
644,16.0,336–1601,FABF23,Treehouse of Horror XV,Marie Cain,"Sings ""I've Got You Under My Skin"""
645,16.0,337–1602,FABF20,All's Fair in Oven War,James Caan,Himself
646,16.0,337–1602,FABF20,All's Fair in Oven War,Thomas Pynchon,Himself
647,16.0,337–1602,FABF20,All's Fair in Oven War,Marcia Wallace,Edna Krabappel
648,16.0,338–1603,FABF19,Sleeping with the Enemy,Marcia Wallace,Edna Krabappel
649,16.0,339–1604,FABF22,She Used to Be My Girl,Kim Cattrall,Chloe Talbot
650,16.0,339–1604,FABF22,She Used to Be My Girl,Michael Dees,"Sings ""Too-Ra-Loo-Ra-Loo-Ral (That's an Irish Lullaby)"""
651,16.0,340–1605,FABF21,Fat Man and Little Boy,Terry W. Greene,Sgt. Activity
652,16.0,340–1605,FABF21,Fat Man and Little Boy,Eric Idle,Declan Desmond
653,16.0,343–1608,GABF02,Homer and Ned's Hail Mary Pass,Tom Brady,Himself
654,16.0,343–1608,GABF02,Homer and Ned's Hail Mary Pass,LeBron James,Himself
655,16.0,343–1608,GABF02,Homer and Ned's Hail Mary Pass,Michelle Kwan,Herself
656,16.0,343–1608,GABF02,Homer and Ned's Hail Mary Pass,Warren Sapp,Himself
657,16.0,343–1608,GABF02,Homer and Ned's Hail Mary Pass,Yao Ming,Himself
658,16.0,344–1609,GABF03,Pranksta Rap,50 Cent,Himself
659,16.0,344–1609,GABF03,Pranksta Rap,Dana Gould,Barney Fife
660,16.0,345–1610,GABF04,There's Something About Marrying,Marcia Wallace,Edna Krabappel
661,16.0,346–1611,GABF05,On a Clear Day I Can't See My Sister,Gary Busey,Himself
662,16.0,346–1611,GABF05,On a Clear Day I Can't See My Sister,Jane Kaczmarek,Judge Constance Harm
663,16.0,346–1611,GABF05,On a Clear Day I Can't See My Sister,Marcia Wallace,Edna Krabappel
664,16.0,347–1612,GABF06,Goo Goo Gai Pan,Lucy Liu,Madam Wu
665,16.0,347–1612,GABF06,Goo Goo Gai Pan,Robert Wagner,Himself
666,16.0,349–1614,GABF08,The Seven-Beer Snitch,Frank Gehry,Himself
667,16.0,349–1614,GABF08,The Seven-Beer Snitch,Joe Mantegna,Fat Tony
668,16.0,349–1614,GABF08,The Seven-Beer Snitch,Charles Napier,Officer Krackney
669,16.0,350–1615,GABF12,Future-Drama,John DiMaggio,Bender
670,16.0,350–1615,GABF12,Future-Drama,Amy Poehler,Jenda
671,16.0,350–1615,GABF12,Future-Drama,Marcia Wallace,Edna Krabappel
672,16.0,351–1616,GABF10,Don't Fear the Roofer,Stephen Hawking,Himself
673,16.0,351–1616,GABF10,Don't Fear the Roofer,Ray Romano,Ray Magini
674,16.0,352–1617,GABF11,The Heartbroke Kid,Albert Brooks,Tab Spangler; Jacques
675,16.0,352–1617,GABF11,The Heartbroke Kid,Marcia Wallace,Edna Krabappel
676,16.0,353–1618,GABF13,A Star Is Torn,Fantasia Barrino,Clarissa Wellington
677,16.0,354–1619,GABF14,"Thank God, It's Doomsday",Baha Men,"Sing ""Who Wants a Haircut?"" (parody of the song Who Let the Dogs Out?)"
678,16.0,354–1619,GABF14,"Thank God, It's Doomsday",Los Lobos,Play end credits
679,16.0,355–1620,GABF15,Home Away from Homer,Jason Bateman,Himself
680,16.0,356–1621,GABF09,"The Father, the Son, and the Holy Guest Star",Liam Neeson,Father Sean
681,16.0,356–1621,GABF09,"The Father, the Son, and the Holy Guest Star",Marcia Wallace,Edna Krabappel
682,17.0,357–1701,GABF18,Bonfire of the Manatees,Alec Baldwin,Caleb Thorn
683,17.0,357–1701,GABF18,Bonfire of the Manatees,Joe Mantegna,Fat Tony
684,17.0,360–1704,GABF17,Treehouse of Horror XVI,Terry Bradshaw,Himself
685,17.0,360–1704,GABF17,Treehouse of Horror XVI,Terry W. Greene,Lava-tron
686,17.0,360–1704,GABF17,Treehouse of Horror XVI,Dennis Rodman,Himself
687,17.0,363–1707,GABF22,The Last of the Red Hat Mamas,Lily Tomlin,Tammy
688,17.0,364–1708,HABF02,The Italian Bob,Maria Grazia Cucinotta,Francesca Terwilliger
689,17.0,364–1708,HABF02,The Italian Bob,Kelsey Grammer,Sideshow Bob
690,17.0,364–1708,HABF02,The Italian Bob,Marcia Wallace,Edna Krabappel
691,17.0,366–1710,HABF03,Homer's Paternity Coot,Joe Frazier,Himself
692,17.0,366–1710,HABF03,Homer's Paternity Coot,William H. Macy,Himself
693,17.0,366–1710,HABF03,Homer's Paternity Coot,Michael York,Mason Fairbanks
694,17.0,367–1711,HABF04,We're on the Road to D'ohwhere,Marcia Wallace,Edna Krabappel
695,17.0,368–1712,HABF05,My Fair Laddy,Marcia Wallace,Edna Krabappel
696,17.0,369–1713,HABF06,The Seemingly Never-Ending Story,Michael Dees,"Sings ""Fly Me to the Moon"""
697,17.0,369–1713,HABF06,The Seemingly Never-Ending Story,Maurice LaMarche,Commander McBragg
698,17.0,369–1713,HABF06,The Seemingly Never-Ending Story,Marcia Wallace,Edna Krabappel
699,17.0,370–1714,HABF07,Bart Has Two Mommies,Antonio Fargas,Huggy Bear
700,17.0,370–1714,HABF07,Bart Has Two Mommies,Randy Johnson,Himself
701,17.0,370–1714,HABF07,Bart Has Two Mommies,Susan Sarandon,Herself
702,17.0,370–1714,HABF07,Bart Has Two Mommies,Dave Thomas,Bob Hope
703,17.0,371–1715,HABF08,"Homer Simpson, This Is Your Wife",Ricky Gervais,Charles Heathbar
704,17.0,371–1715,HABF08,"Homer Simpson, This Is Your Wife",Marcia Wallace,Edna Krabappel
705,17.0,372–1716,HABF09,Million Dollar Abie,Michael Carrington,Sports anchor #2
706,17.0,372–1716,HABF09,Million Dollar Abie,Rob Reiner,Himself
707,17.0,373–1717,HABF10,"Kiss Kiss, Bang Bangalore",Richard Dean Anderson,Himself
708,17.0,373–1717,HABF10,"Kiss Kiss, Bang Bangalore",Meher Tatna,Indian passenger
709,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Amick Byram,Singing Itchy
710,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Jim Gilstrap,Wise Old Cat singer
711,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Bob Joyce,Singing Scratchy
712,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Frances McDormand,Melanie Upfoot
713,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Sally Stevens,Singing Female Cat
714,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Marcia Wallace,Edna Krabappel
715,17.0,375–1719,HABF12,Girls Just Want to Have Sums,Oren Waters,Singing Male Cat
716,17.0,376–1720,HABF13,Regarding Margie,Sal Bando,Himself
717,17.0,376–1720,HABF13,Regarding Margie,Gene Tenace,Himself
718,17.0,376–1720,HABF13,Regarding Margie,Marcia Wallace,Edna Krabappel
719,17.0,377–1721,HABF14,The Monkey Suit,Melanie Griffith,Herself
720,17.0,377–1721,HABF14,The Monkey Suit,Larry Hagman,Wallace Brady
721,17.0,378–1722,HABF16,Marge and Homer Turn a Couple Play,Stacy Keach,Howard K. Duff VII
722,17.0,378–1722,HABF16,Marge and Homer Turn a Couple Play,Mandy Moore,Tabitha Vixx
723,18.0,379–1801,HABF15,"The Mook, the Chef, the Wife and Her Homer",Michael Imperioli,Dante Calabresis Jr.
724,18.0,379–1801,HABF15,"The Mook, the Chef, the Wife and Her Homer",Joe Mantegna,Fat Tony
725,18.0,379–1801,HABF15,"The Mook, the Chef, the Wife and Her Homer",Metallica,Themselves
726,18.0,379–1801,HABF15,"The Mook, the Chef, the Wife and Her Homer",Joe Pantoliano,Dante Calabresis
727,18.0,380–1802,HABF18,Jazzy and the Pussycats,Larina Jean Adamson,Waitress
728,18.0,380–1802,HABF18,Jazzy and the Pussycats,The White Stripes,Themselves
729,18.0,382–1804,HABF17,Treehouse of Horror XVII,Fran Drescher,Female Golem
730,18.0,382–1804,HABF17,Treehouse of Horror XVII,Maurice LaMarche,Orson Welles
731,18.0,382–1804,HABF17,Treehouse of Horror XVII,Richard Lewis,Male Golem
732,18.0,382–1804,HABF17,Treehouse of Horror XVII,Phil McGraw,Himself
733,18.0,382–1804,HABF17,Treehouse of Horror XVII,Sir Mix-a-Lot,"Sings ""Baby Likes Fat"" (parody of the song Baby Got Back)"
734,18.0,382–1804,HABF17,Treehouse of Horror XVII,Marcia Wallace,Edna Krabappel
735,18.0,383–1805,HABF21,G.I. (Annoyed Grunt),Maurice LaMarche,Recruiter #2; Cap'n Crunch
736,18.0,383–1805,HABF21,G.I. (Annoyed Grunt),Kiefer Sutherland,Colonel
737,18.0,384–1806,HABF19,Moe'N'a Lisa,Michael Chabon,Himself
738,18.0,384–1806,HABF19,Moe'N'a Lisa,Jonathan Franzen,Himself
739,18.0,384–1806,HABF19,Moe'N'a Lisa,J. K. Simmons,J. Jonah Jameson
740,18.0,384–1806,HABF19,Moe'N'a Lisa,Gore Vidal,Himself
741,18.0,384–1806,HABF19,Moe'N'a Lisa,Tom Wolfe,Himself
742,18.0,387–1809,JABF01,"Kill Gil, Volumes I & II",Elvis Stojko,Himself
743,18.0,388–1810,JABF03,The Wife Aquatic,Dana Gould,Rotting Pelican Crewman
744,18.0,388–1810,JABF03,The Wife Aquatic,Maurice LaMarche,First Mate Billy; Oceanographer
745,18.0,388–1810,JABF03,The Wife Aquatic,Sab Shimono,Japanese fisherman
746,18.0,390–1812,JABF04,Little Big Girl,Natalie Portman,Darcy
747,18.0,391–1813,JABF07,Springfield Up,Eric Idle,Declan Desmond
748,18.0,392–1814,JABF09,Yokel Chords,Peter Bogdanovich,Psychologist
749,18.0,392–1814,JABF09,Yokel Chords,Andy Dick,Himself
750,18.0,392–1814,JABF09,Yokel Chords,James Patterson,Himself
751,18.0,392–1814,JABF09,Yokel Chords,Meg Ryan,Dr. Stacy Swanson
752,18.0,392–1814,JABF09,Yokel Chords,Stephen Sondheim,Himself
753,18.0,392–1814,JABF09,Yokel Chords,Marcia Wallace,Edna Krabappel
754,18.0,393–1815,JABF08,Rome-old and Juli-eh,Jane Kaczmarek,Judge Constance Harm
755,18.0,394–1816,JABF06,Homerazzi,Jon Lovitz,Enrico Irritazio
756,18.0,394–1816,JABF06,Homerazzi,J. K. Simmons,Tabloid editor
757,18.0,394–1816,JABF06,Homerazzi,Betty White,Herself
758,18.0,395–1817,JABF10,Marge Gamer,Ronaldo,Himself
759,18.0,395–1817,JABF10,Marge Gamer,Marcia Wallace,Edna Krabappel
760,18.0,398–1818,JABF12,Stop or My Dog Will Shoot,Rudy Giuliani,Himself
761,18.0,398–1818,JABF12,Stop or My Dog Will Shoot,Stephen Hawking,Himself
762,18.0,398–1818,JABF12,Stop or My Dog Will Shoot,Maurice LaMarche,Farmer; Horn Stuffer
763,18.0,398–1818,JABF12,Stop or My Dog Will Shoot,Marcia Wallace,Edna Krabappel
764,18.0,399–1821,JABF14,24 Minutes,Mary Lynn Rajskub,Chloe O'Brian
765,18.0,399–1821,JABF14,24 Minutes,Kiefer Sutherland,Jack Bauer
766,18.0,400–1822,JABF15,You Kent Always Say What You Want,Maurice LaMarche,Fox announcer
767,18.0,400–1822,JABF15,You Kent Always Say What You Want,Ludacris,Himself
768,Movie,M1,Movie,The Simpsons Movie,Albert Brooks,Russ Cargill
769,Movie,M1,Movie,The Simpsons Movie,Green Day,Themselves
770,Movie,M1,Movie,The Simpsons Movie,Tom Hanks,Himself
771,Movie,M1,Movie,The Simpsons Movie,Joe Mantegna,Fat Tony
772,Movie,M1,Movie,The Simpsons Movie,Philip Rosenthal,TV Dad
773,Movie,M1,Movie,The Simpsons Movie,Marcia Wallace,Edna Krabappel
774,19.0,401–1901,JABF20,He Loves to Fly and He D'ohs,Stephen Colbert,Colby Kraus
775,19.0,401–1901,JABF20,He Loves to Fly and He D'ohs,Lionel Richie,Himself
776,19.0,402–1902,JABF18,Homer of Seville,Placido Domingo,Himself
777,19.0,402–1902,JABF18,Homer of Seville,Maya Rudolph,Julia
778,19.0,403–1903,JABF21,Midnight Towboy,Matt Dillon,Louie
779,19.0,404–1904,JABF19,I Don't Wanna Know Why the Caged Bird Sings,Steve Buscemi,Dwight David Diddlehoffer
780,19.0,404–1904,JABF19,I Don't Wanna Know Why the Caged Bird Sings,Julia Louis-Dreyfus,Gloria
781,19.0,404–1904,JABF19,I Don't Wanna Know Why the Caged Bird Sings,Ted Nugent,Himself
782,19.0,405–1905,JABF16,Treehouse of Horror XVIII,Maurice LaMarche,Government Official
783,19.0,407–1907,JABF17,Husbands and Knives,Jack Black,Milo
784,19.0,407–1907,JABF17,Husbands and Knives,Daniel Clowes,Himself
785,19.0,407–1907,JABF17,Husbands and Knives,Maurice LaMarche,Jock
786,19.0,407–1907,JABF17,Husbands and Knives,Sang Am Lee,Korean singer
787,19.0,407–1907,JABF17,Husbands and Knives,Alan Moore,Himself
788,19.0,407–1907,JABF17,Husbands and Knives,Art Spiegelman,Himself
789,19.0,408–1908,KABF01,Funeral for a Fiend,Kelsey Grammer,Sideshow Bob
790,19.0,408–1908,KABF01,Funeral for a Fiend,John Mahoney,"Dr. Robert Terwilliger, Sr."
791,19.0,408–1908,KABF01,Funeral for a Fiend,Keith Olbermann,Himself
792,19.0,408–1908,KABF01,Funeral for a Fiend,David Hyde Pierce,Cecil Terwilliger
793,19.0,410–1910,KABF03,E Pluribus Wiggum,Dan Rather,Himself
794,19.0,410–1910,KABF03,E Pluribus Wiggum,Jon Stewart,Himself
795,19.0,411–1911,KABF04,That '90s Show,Michael Dees,"Sings ""Winter Wonderland"""
796,19.0,411–1911,KABF04,That '90s Show,Kurt Loder,Himself
797,19.0,411–1911,KABF04,That 90's Show,Weird Al Yankovic,Himself
798,19.0,413–1913,KABF06,The Debarted,Topher Grace,Donny
799,19.0,413–1913,KABF06,The Debarted,Terry Gross,Herself
800,19.0,413–1913,KABF06,The Debarted,Marcia Wallace,Edna Krabappel
801,19.0,414–1914,KABF07,"Dial ""N"" for Nerder",Marcia Wallace,Edna Krabappel
802,19.0,416–1916,KABF09,Papa Don't Leech,Beverly D'Angelo,Lurleen Lumpkin
803,19.0,416–1916,KABF09,Papa Don't Leech,The Chicks,Themselves
804,19.0,417–1917,KABF10,Apocalypse Cow,Zooey Deschanel,Mary Spuckler
805,19.0,418–1918,KABF11,Any Given Sundance,Jim Jarmusch,Himself
806,19.0,418–1918,KABF11,Any Given Sundance,John C. Reilly,Himself
807,19.0,419–1919,KABF12,Mona Leaves-a,Lance Armstrong,Himself
808,19.0,419–1919,KABF12,Mona Leaves-a,Glenn Close,Mona Simpson
809,19.0,420–1920,KABF13,All About Lisa,Drew Carey,Himself
810,20.0,421–2001,KABF17,"Sex, Pies and Idiot Scrapes",Robert Forster,Lucky Jim
811,20.0,421–2001,KABF17,"Sex, Pies and Idiot Scrapes",Julia Louis-Dreyfus,Gloria
812,20.0,421–2001,KABF17,"Sex, Pies and Idiot Scrapes",Joe Mantegna,Fat Tony
813,20.0,422–2002,KABF15,Lost Verizon,Brian Grazer,Himself
814,20.0,422–2002,KABF15,Lost Verizon,Denis Leary,Himself
815,20.0,423–2003,KABF14,"Double, Double, Boy in Trouble",Joe Montana,Himself
816,20.0,424–2004,KABF16,Treehouse of Horror XIX,Marcia Wallace,Edna Krabappel
817,20.0,425–2005,KABF18,Dangerous Curves,Maurice LaMarche,Toucan Sam; Cap'n Crunch; Trix Rabbit
818,20.0,426–2006,KABF19,Homer and Lisa Exchange Cross Words,Merl Reagle,Himself
819,20.0,426–2006,KABF19,Homer and Lisa Exchange Cross Words,Will Shortz,Himself
820,20.0,426–2006,KABF19,Homer and Lisa Exchange Cross Words,Scott Thompson,Grady
821,20.0,426–2006,KABF19,Homer and Lisa Exchange Cross Words,Marcia Wallace,Edna Krabappel
822,20.0,427–2007,KABF20,Mypods and Boomsticks,Shohreh Aghdashloo,Mina bin Laden
823,20.0,428–2008,KABF21,The Burns and the Bees,Marv Albert,Himself
824,20.0,428–2008,KABF21,The Burns and the Bees,Jeff Bezos,Himself
825,20.0,428–2008,KABF21,The Burns and the Bees,Mark Cuban,Himself
826,20.0,429–2009,KABF22,Lisa the Drama Queen,Emily Blunt,Juliet Hobbes
827,20.0,429–2009,KABF22,Lisa the Drama Queen,Fall Out Boy,Play the end credits
828,20.0,430–2010,LABF01,"Take My Life, Please",Marcia Wallace,Edna Krabappel
829,20.0,431–2011,LABF02,How the Test Was Won,Marcia Wallace,Edna Krabappel
830,20.0,432–2012,LABF03,"No Loan Again, Naturally",Maurice LaMarche,Dwight D. Eisenhower
831,20.0,432–2012,LABF03,"No Loan Again, Naturally",Marcia Wallace,Edna Krabappel
832,20.0,433–2013,LABF04,Gone Maggie Gone,"Ed Begley, Jr.",Himself
833,20.0,434–2014,LABF11,In the Name of the Grandfather,Glen Hansard,Street musician
834,20.0,434–2014,LABF11,In the Name of the Grandfather,Markéta Irglová,Czech singer
835,20.0,434–2014,LABF11,In the Name of the Grandfather,Colm Meaney,Tom O'Flanagan
836,20.0,434–2014,LABF11,In the Name of the Grandfather,Marcia Wallace,Edna Krabappel
837,20.0,435–2015,LABF05,Wedding for Disaster,Kelsey Grammer,Sideshow Bob
838,20.0,437–2017,LABF07,"The Good, the Sad and the Drugly",Anne Hathaway,Jenny
839,20.0,438–2018,LABF08,Father Knows Worst,Marcia Wallace,Edna Krabappel
840,20.0,439–2019,LABF10,Waverly Hills 9-0-2-1-D'oh,Maurice LaMarche,City Inspector
841,20.0,439–2019,LABF10,Waverly Hills 9-0-2-1-D'oh,Ellen Page,Alaska Nebraska
842,20.0,439–2019,LABF10,Waverly Hills 9-0-2-1-D'oh,Marcia Wallace,Edna Krabappel
843,20.0,440–2020,LABF09,Four Great Women and a Manicure,Jodie Foster,Maggie Simpson
844,21.0,442–2101,LABF13,Homer the Whopper,Matt Groening,Himself
845,21.0,442–2101,LABF13,Homer the Whopper,Seth Rogen,Lyle McCarthy
846,21.0,442–2101,LABF13,Homer the Whopper,Kevin Michael Richardson,Security guard
847,21.0,443–2102,LABF15,"Bart Gets a ""Z""",Marcia Wallace,Edna Krabappel
848,21.0,444–2103,LABF16,The Great Wife Hope,Chuck Liddell,Himself
849,21.0,444–2103,LABF16,The Great Wife Hope,Marcia Wallace,Edna Krabappel
850,21.0,445–2104,LABF14,Treehouse of Horror XX,Marcia Wallace,Edna Krabappel
851,21.0,446–2105,LABF17,The Devil Wears Nada,Marcia Wallace,Edna Krabappel
852,21.0,447–2106,LABF18,Pranks and Greens,Jonah Hill,Andy Hamilton
853,21.0,447–2106,LABF18,Pranks and Greens,Marcia Wallace,Edna Krabappel
854,21.0,448–2107,LABF19,Rednecks and Broomsticks,Neve Campbell,Cassandra
855,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Kim Cattrall,Fourth Simpson child
856,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Huell Howser,Himself
857,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Cooper Manning,Himself
858,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Eli Manning,Himself
859,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Peyton Manning,Himself
860,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Jordan Nagai,Charlie
861,21.0,449–2108,MABF01,"O Brother, Where Bart Thou?",Smothers Brothers,Themselves
862,21.0,450–2109,MABF02,Thursdays with Abie,Mitch Albom,Himself
863,21.0,450–2109,MABF02,Thursdays with Abie,Marcia Wallace,Edna Krabappel
864,21.0,451–2110,LABF20,Once Upon a Time in Springfield,Anne Hathaway,Princess Penelope
865,21.0,451–2110,LABF20,Once Upon a Time in Springfield,Eartha Kitt,Herself
866,21.0,451–2110,LABF20,Once Upon a Time in Springfield,Maurice LaMarche,Nuclear Power Plant Guard
867,21.0,451–2110,LABF20,Once Upon a Time in Springfield,Gary Larson,Himself
868,21.0,451–2110,LABF20,Once Upon a Time in Springfield,Jackie Mason,Rabbi Hyman Krustofsky
869,21.0,452–2111,MABF03,Million Dollar Maybe,Chris Martin,Himself
870,21.0,452–2111,MABF03,Million Dollar Maybe,Marcia Wallace,Edna Krabappel
871,21.0,453–2112,MABF05,Boy Meets Curl,Bob Costas,Himself
872,21.0,454–2113,MABF06,The Color Yellow,Wren T. Brown,Virgil Simpson
873,21.0,455–2114,MABF04,Postcards from the Wedge,Marcia Wallace,Edna Krabappel
874,21.0,456–2115,MABF07,Stealing First Base,Angela Bassett,Michelle Obama
875,21.0,456–2115,MABF07,Stealing First Base,Sarah Silverman,Nikki McKenna
876,21.0,457–2116,MABF10,The Greatest Story Ever D'ohed,Sacha Baron Cohen,Jakob
877,21.0,457–2116,MABF10,The Greatest Story Ever D'ohed,Yael Naim,Dorit
878,21.0,458–2117,MABF08,American History X-cellent,Joe Mantegna,Fat Tony
879,21.0,458–2117,MABF08,American History X-cellent,Kevin Michael Richardson,Prisoner
880,21.0,459–2118,MABF09,Chief of Hearts,Jane Kaczmarek,Judge Constance Harm
881,21.0,459–2118,MABF09,Chief of Hearts,Maurice LaMarche,David Starsky
882,21.0,459–2118,MABF09,Chief of Hearts,Joe Mantegna,Fat Tony
883,21.0,461–2120,MABF12,To Surveil with Love,Eddie Izzard,Queen Elizabeth II; Prince Charles; Nigel Bakerbutcher
884,21.0,461–2120,MABF12,To Surveil with Love,Marcia Wallace,Edna Krabappel
885,21.0,462–2121,MABF13,Moe Letter Blues,Don Pardo,Himself
886,21.0,463–2122,MABF11,The Bob Next Door,Kelsey Grammer,Sideshow Bob
887,21.0,464–2123,MABF15,Judge Me Tender,Simon Cowell,Himself
888,21.0,464–2123,MABF15,Judge Me Tender,Ellen DeGeneres,Herself
889,21.0,464–2123,MABF15,Judge Me Tender,Kara DioGuardi,Herself
890,21.0,464–2123,MABF15,Judge Me Tender,Randy Jackson,Himself
891,21.0,464–2123,MABF15,Judge Me Tender,Rupert Murdoch,Himself
892,21.0,464–2123,MABF15,Judge Me Tender,Ryan Seacrest,Himself
893,22.0,465–2201,MABF21,Elementary School Musical,Jemaine Clement,Ethan Ballantyne
894,22.0,465–2201,MABF21,Elementary School Musical,Ira Glass,Himself
895,22.0,465–2201,MABF21,Elementary School Musical,Stephen Hawking,Himself
896,22.0,465–2201,MABF21,Elementary School Musical,Bret McKenzie,Kurt Hardwick
897,22.0,465–2201,MABF21,Elementary School Musical,Lea Michele,Sarah
898,22.0,465–2201,MABF21,Elementary School Musical,Cory Monteith,Flynn
899,22.0,465–2201,MABF21,Elementary School Musical,Amber Riley,Aiesha
900,22.0,466–2202,MABF17,Loan-a Lisa,Terry W. Greene,Janitor
901,22.0,466–2202,MABF17,Loan-a Lisa,Chris Hansen,Himself
902,22.0,466–2202,MABF17,Loan-a Lisa,Muhammad Yunus,Himself
903,22.0,466–2202,MABF17,Loan-a Lisa,Mark Zuckerberg,Himself
904,22.0,467–2203,MABF18,MoneyBART,Bill James,Himself
905,22.0,467–2203,MABF18,MoneyBART,Mike Scioscia,Himself
906,22.0,468–2204,MABF16,Treehouse of Horror XXI,Hugh Laurie,Roger
907,22.0,468–2204,MABF16,Treehouse of Horror XXI,Daniel Radcliffe,Edmund
908,22.0,470–2206,NABF01,The Fool Monty,Terry W. Greene,Sgt. Activity
909,22.0,471–2207,NABF02,How Munched is That Birdie in the Window?,Gregg Berger,Various animals
910,22.0,471–2207,NABF02,How Munched is That Birdie in the Window?,Danica Patrick,Herself
911,22.0,471–2207,NABF02,How Munched is That Birdie in the Window?,Marcia Wallace,Edna Krabappel
912,22.0,471–2207,NABF02,How Munched is That Birdie in the Window?,Rachel Weisz,Dr. Thurston
913,22.0,472–2208,MABF22,The Fight Before Christmas,Katy Perry,Herself (live action)
914,22.0,472–2208,MABF22,The Fight Before Christmas,Martha Stewart,Herself
915,22.0,473–2209,MABF19,Donnie Fatso,Jon Hamm,FBI agent
916,22.0,473–2209,MABF19,Donnie Fatso,Joe Mantegna,Fat Tony; Fit Tony
917,22.0,474–2210,NABF03,Moms I'd Like to Forget,Marcia Wallace,Edna Krabappel
918,22.0,475–2211,NABF04,Flaming Moe,Alyson Hannigan,Melody Juniper
919,22.0,475–2211,NABF04,Flaming Moe,Scott Thompson,Grady
920,22.0,475–2211,NABF04,Flaming Moe,Kristen Wiig,Calliope Juniper
921,22.0,476–2212,NABF05,Homer the Father,Michael Paul Chan,Chinese agent
922,22.0,476–2212,NABF05,Homer the Father,James Lipton,Himself
923,22.0,476–2212,NABF05,Homer the Father,David Mamet,Himself
924,22.0,476–2212,NABF05,Homer the Father,Garry Marshall,Sheldon Leavitt
925,22.0,477–2213,NABF06,The Blue and the Gray,Marcia Wallace,Edna Krabappel
926,22.0,478–2214,NABF07,Angry Dad: The Movie,Halle Berry,Herself
927,22.0,478–2214,NABF07,Angry Dad: The Movie,Russell Brand,Himself
928,22.0,478–2214,NABF07,Angry Dad: The Movie,Ricky Gervais,Himself
929,22.0,478–2214,NABF07,Angry Dad: The Movie,Terry W. Greene,Ridley Scott Seat Filler
930,22.0,478–2214,NABF07,Angry Dad: The Movie,Maurice LaMarche,Anthony Hopkins
931,22.0,478–2214,NABF07,Angry Dad: The Movie,Nick Park,Himself
932,22.0,478–2214,NABF07,Angry Dad: The Movie,J. B. Smoove,DJ Kwanzaa
933,22.0,479–2215,NABF08,The Scorpion's Tale,Werner Herzog,Walter Hotenhoffer
934,22.0,479–2215,NABF08,The Scorpion's Tale,Kevin Michael Richardson,Retirement Castle orderly
935,22.0,480–2216,NABF09,A Midsummer's Nice Dream,Tommy Chong,Himself
936,22.0,480–2216,NABF09,A Midsummer's Nice Dream,Cheech Marin,Himself
937,22.0,481–2217,NABF10,Love Is a Many Strangled Thing,Kareem Abdul-Jabbar,Himself
938,22.0,481–2217,NABF10,Love Is a Many Strangled Thing,Kevin Michael Richardson,Masseur
939,22.0,481–2217,NABF10,Love Is a Many Strangled Thing,Paul Rudd,Dr. Zander
940,22.0,481–2217,NABF10,Love Is a Many Strangled Thing,Marcia Wallace,Edna Krabappel
941,22.0,482–2218,NABF11,The Great Simpsina,David Copperfield,Himself
942,22.0,482–2218,NABF11,The Great Simpsina,Ricky Jay,Himself
943,22.0,482–2218,NABF11,The Great Simpsina,Penn Jillette,Himself
944,22.0,482–2218,NABF11,The Great Simpsina,Martin Landau,The Great Raymondo
945,22.0,482–2218,NABF11,The Great Simpsina,Jack McBrayer,Ewell Freestone
946,22.0,482–2218,NABF11,The Great Simpsina,Teller,Himself
947,22.0,483–2219,NABF12,The Real Housewives of Fat Tony,Joe Mantegna,Fat Tony
948,22.0,484–2220,NABF13,Homer Scissorhands,Kristen Schaal,Taffy
949,22.0,484–2220,NABF13,Homer Scissorhands,Marcia Wallace,Edna Krabappel
950,22.0,485–2221,NABF14,500 Keys,Albert Brooks,Hank Scorpio
951,22.0,486–2222,NABF15,The Ned-Liest Catch,Ken Burns,Himself
952,22.0,486–2222,NABF15,The Ned-Liest Catch,Joey Kramer,Himself
953,22.0,486–2222,NABF15,The Ned-Liest Catch,Marcia Wallace,Edna Krabappel
954,23.0,487–2301,NABF16,The Falcon and the D'ohman,Tom Colicchio,Himself
955,23.0,487–2301,NABF16,The Falcon and the D'ohman,Ping Marshall,Viktor
956,23.0,487–2301,NABF16,The Falcon and the D'ohman,Kevin Michael Richardson,SendEx Courier
957,23.0,487–2301,NABF16,The Falcon and the D'ohman,Kiefer Sutherland,Wayne Slater
958,23.0,487–2301,NABF16,The Falcon and the D'ohman,Marcia Wallace,Edna Krabappel
959,23.0,488–2302,NABF17,Bart Stops to Smell the Roosevelts,Theodore Roosevelt (archival),Himself
960,23.0,488–2302,NABF17,Bart Stops to Smell the Roosevelts,Marcia Wallace,Edna Krabappel
961,23.0,489–2303,NABF19,Treehouse of Horror XXII,Jackie Mason,Rabbi Hyman Krustofsky
