id,season,number,production_code,episode_title,guest_star,role
1277,29.0,620–2902,WABF22,Springfield Splendor,Kipp Lennon,"Sings ""Collaboration"" (parody of the song Infatuation)"
1278,29.0,620–2902,WABF22,Springfield Splendor,Marjane Satrapi,Herself
1279,29.0,620–2902,WABF22,Springfield Splendor,Martin Short,Guthrie Frenel
1280,29.0,621–2903,WABF16,Whistler's Father,Nick Fascitelli,Whistler
1281,29.0,621–2903,WABF16,Whistler's Father,Valerie Harper,Backstage Mother #2
1282,29.0,621–2903,WABF16,Whistler's Father,Joe Mantegna,Fat Tony
1283,29.0,622–2904,WABF18,Treehouse of Horror XXVIII,Mario Batali,Himself
1284,29.0,622–2904,WABF18,Treehouse of Horror XXVIII,Ben Daniels,Irish Priest
1285,29.0,622–2904,WABF18,Treehouse of Horror XXVIII,William Friedkin,Dr. Kenneth Humphries
1286,29.0,622–2904,WABF18,Treehouse of Horror XXVIII,Neil Gaiman,Snowball II
1287,29.0,624–2906,WABF20,The Old Blue Mayor She Ain't What She Used to Be,Carolyn Omine,Focus Group Woman
1288,29.0,626–2908,XABF01,Mr. Lisa's Opus,Kat Dennings,Valerie
1289,29.0,626–2908,XABF01,Mr. Lisa's Opus,Valerie Harper,Ms. Myles
1290,29.0,626–2908,XABF01,Mr. Lisa's Opus,Norman Lear,Himself
1291,29.0,626–2908,XABF01,Mr. Lisa's Opus,Kipp Lennon,Leon Kompowsky
1292,29.0,626–2908,XABF01,Mr. Lisa's Opus,Jon Lovitz,Artie Ziff
1293,29.0,627–2909,XABF02,Gone Boy,Kelsey Grammer,Sideshow Bob
1294,29.0,627–2909,XABF02,Gone Boy,Valerie Harper,Nurse
1295,29.0,627–2909,XABF02,Gone Boy,John F. Kennedy (archival),Himself
1296,29.0,627–2909,XABF02,Gone Boy,Shaquille O'Neal,Himself
1297,29.0,628–2910,XABF03,Haw-Haw Land,Ed Sheeran,Brendan Beiderbecke
1298,29.0,629–2911,XABF04,Frink Gets Testy,Valerie Harper,Proctor Jennifer Clarkeson
1299,29.0,629–2911,XABF04,Frink Gets Testy,Maurice LaMarche,Orson Welles
1300,29.0,630–2912,XABF05,Homer Is Where the Art Isn't,Bill Hader,Manacek
1301,29.0,630–2912,XABF05,Homer Is Where the Art Isn't,Cecily Strong,Megan Matheson
1302,29.0,631–2913,XABF06,3 Scenes Plus a Tag from a Marriage,John Baldessari,Himself
1303,29.0,631–2913,XABF06,3 Scenes Plus a Tag from a Marriage,Kevin Pollak,Ross; Bagel Man; Professor Thernstrom
1304,29.0,631–2913,XABF06,3 Scenes Plus a Tag from a Marriage,J. K. Simmons,J.J. Gruff
1305,29.0,632–2914,XABF08,Fears of a Clown,Andy Daly,Judge Dowd
1306,29.0,632–2914,XABF08,Fears of a Clown,Damian Kulash,Himself
1307,29.0,632–2914,XABF08,Fears of a Clown,Dawnn Lewis,Children's Court Bailiff
1308,29.0,632–2914,XABF08,Fears of a Clown,Jon Lovitz,Llewellyn Sinclair
1309,29.0,632–2914,XABF08,Fears of a Clown,Jackie Mason,Rabbi Hyman Krustofsky
1310,29.0,632–2914,XABF08,Fears of a Clown,Tim Nordwind,Himself
1311,29.0,633–2915,XABF07,No Good Read Goes Unpunished,Daniel Radcliffe,Himself
1312,29.0,633–2915,XABF07,No Good Read Goes Unpunished,Jimmy O. Yang,Sun Tzu
1313,29.0,634–2916,XABF10,King Leer,Ray Liotta,Morty Szyslak
1314,29.0,634–2916,XABF10,King Leer,Debi Mazar,Minnie Szyslak
1315,29.0,634–2916,XABF10,King Leer,Jonathan Schmock,Johnny Bermuda Salesman
1316,29.0,635–2917,XABF11,Lisa Gets the Blues,Dawnn Lewis,Co-Pilot; Pat O'Brien's Waitress
1317,29.0,635–2917,XABF11,Lisa Gets the Blues,Trombone Shorty,Himself
1318,29.0,636–2918,XABF09,Forgive and Regret,Glenn Close,Mona Simpson
1319,29.0,636–2918,XABF09,Forgive and Regret,Caitlin Parrott,"Sings ""Four-Legged Angel"""
1320,29.0,637–2919,XABF12,Left Behind,Michael Dees,"Sings ""My Funny Valentine"""
1321,29.0,637–2919,XABF12,Left Behind,Marcia Wallace,Edna Krabappel
1322,29.0,638–2920,XABF13,Throw Grampa from the Dane,Sidse Babett Knudsen,Danish Bar Woman
1323,29.0,639–2921,XABF14,Flanders' Ladder,Jackie Mason,Rabbi Hyman Krustofsky
1324,30.0,640–3001,XABF19,Bart's Not Dead,Dave Attell,Luke
1325,30.0,640–3001,XABF19,Bart's Not Dead,Emily Deschanel,Herself; Herself playing Marge Simpson
1326,30.0,640–3001,XABF19,Bart's Not Dead,Gal Gadot,Herself; Herself playing Lisa Simpson
1327,30.0,640–3001,XABF19,Bart's Not Dead,Jonathan Groff,Actor playing Bart Simpson
1328,30.0,640–3001,XABF19,Bart's Not Dead,Pete Holmes,Matthew
1329,30.0,641–3002,XABF15,Heartbreak Hotel,Joe Clabby,Curtis
1330,30.0,641–3002,XABF15,Heartbreak Hotel,Rhys Darby,Tag Tuckerbag
1331,30.0,641–3002,XABF15,Heartbreak Hotel,Renee Ridgeley,Honey
1332,30.0,641–3002,XABF15,Heartbreak Hotel,George Segal,Nick
1333,30.0,642–3003,XABF17,My Way or the Highway to Heaven,H. Jon Benjamin,Bob Belcher
1334,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Jon Lovitz,Himself
1335,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Dan Mintz,Tina Belcher
1336,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Eugene Mirman,Gene Belcher
1337,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Ted Moock,"Sings ""Cheek to Cheek"""
1338,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Tracy Morgan,Himself
1339,30.0,642–3003,XABF17,My Way or the Highway to Heaven,John Roberts,Linda Belcher
1340,30.0,642–3003,XABF17,My Way or the Highway to Heaven,Kristen Schaal,Louise Belcher
1341,30.0,644–3005,XABF18,Baby You Can't Drive My Car,Tracy Morgan,Tow Truck Driver
1342,30.0,645–3006,XABF20,From Russia Without Love,Jon Lovitz,Hacky; Snitchy the Weasel
1343,30.0,645–3006,XABF20,From Russia Without Love,Ksenia Solo,Anastasia Alekova
1344,30.0,646–3007,XABF21,Werking Mom,Sutan Amrull,Himself
1345,30.0,646–3007,XABF21,Werking Mom,RuPaul,Queen Chante
1346,30.0,646–3007,XABF21,Werking Mom,Scott Thompson,Grady
1347,30.0,647–3008,XABF22,Krusty the Clown,Billy Eichner,Billy
1348,30.0,647–3008,XABF22,Krusty the Clown,Peter Serafinowicz,Google-Disney CEO
1349,30.0,648–3009,YABF01,Daddicus Finch,Phillip Alford (archival),"Jeremy Atticus ""Jem"" Finch"
1350,30.0,648–3009,YABF01,Daddicus Finch,Mary Badham (archival),"Jean Louise ""Scout"" Finch"
1351,30.0,648–3009,YABF01,Daddicus Finch,Jon Lovitz,Llewellyn Sinclair; Rabbi
1352,30.0,648–3009,YABF01,Daddicus Finch,John Megna (archival),"Charles ""Dill"" Baker Harris"
1353,30.0,648–3009,YABF01,Daddicus Finch,Gregory Peck (archival),Atticus Finch
1354,30.0,648–3009,YABF01,Daddicus Finch,J. K. Simmons,Dr. Jessup
1355,30.0,649–3010,YABF02,Tis the 30th Season,Jane Lynch,Jeanie
1356,30.0,650–3011,YABF03,Mad About the Toy,Bryan Batt,Philip Hefflin
1357,30.0,650–3011,YABF03,Mad About the Toy,Bill de Blasio,Himself
1358,30.0,650–3011,YABF03,Mad About the Toy,Lawrence O'Donnell,Himself
1359,30.0,651–3012,YABF04,The Girl on the Bus,Terry Gross,Herself
1360,30.0,651–3012,YABF04,The Girl on the Bus,Patti LuPone,Cheryl Monroe
1361,30.0,652–3013,YABF06,I'm Dancing as Fat as I Can,Ted Sarandos,Himself
1362,30.0,653–3014,YABF05,The Clown Stays in the Picture,Marc Maron,Himself
1363,30.0,654–3015,YABF07,101 Mitigations,Guillermo del Toro,Himself
1364,30.0,655–3016,YABF08,I Want You (She's So Heavy),Wallace Shawn,Wallace the Hernia
1365,30.0,656–3017,YABF09,E My Sports,Ken Jeong,Korean Monk #1; Korean Monk #2
1366,30.0,656–3017,YABF09,E My Sports,Natasha Lyonne,Sophie
1367,30.0,656–3017,YABF09,E My Sports,David Turley,Conflict of Enemies Commentator
1368,30.0,657–3018,YABF10,Bart vs. Itchy & Scratchy,Awkwafina,Carmen
1369,30.0,657–3018,YABF10,Bart vs. Itchy & Scratchy,Nicole Byer,Erica
1370,30.0,657–3018,YABF10,Bart vs. Itchy & Scratchy,Chelsea Peretti,Piper
1371,30.0,658–3019,YABF11,Girl's in the Band,Dave Matthews,Lloyd the Bartender
1372,30.0,658–3019,YABF11,Girl's in the Band,J. K. Simmons,Victor Kleskow
1373,30.0,659–3020,YABF12,I'm Just a Girl Who Can't Say D'oh,Josh Groban,Professor John Frink's singing voice
1374,30.0,659–3020,YABF12,I'm Just a Girl Who Can't Say D'oh,John Lithgow,Himself
1375,30.0,659–3020,YABF12,I'm Just a Girl Who Can't Say D'oh,Jon Lovitz,Llewellyn Sinclair
1376,30.0,659–3020,YABF12,I'm Just a Girl Who Can't Say D'oh,Okilly Dokilly,"Themselves performing ""White Wine Spritzer"""
1377,30.0,660–3021,YABF14,D'oh Canada,Awkwafina,Dr. Chang
1378,30.0,660–3021,YABF14,D'oh Canada,Judy Blume,Herself
1379,30.0,660–3021,YABF14,D'oh Canada,Lucas Meyer,Justin Trudeau
1380,30.0,661–3022,YABF15,Woo-Hoo Dunnit?,Ken Burns,Himself
1381,30.0,661–3022,YABF15,Woo-Hoo Dunnit?,Will Forte,King Toot
1382,30.0,661–3022,YABF15,Woo-Hoo Dunnit?,Jackie Mason,Rabbi Hyman Krustofsky
1383,30.0,661–3022,YABF15,Woo-Hoo Dunnit?,Liev Schreiber,Dateline: Springfield Narrator
1384,30.0,662–3023,YABF16,Crystal Blue-Haired Persuasion,Illeana Douglas,New Age Clerk
1385,30.0,662–3023,YABF16,Crystal Blue-Haired Persuasion,Werner Herzog,Walter Hotenhoffer
1386,30.0,662–3023,YABF16,Crystal Blue-Haired Persuasion,Jenny Slate,Piper Paisley
