id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
1328,Sun 9/12,Sao Tome and Principe,2816,0,39
1329,Sun 9/12,Saudi Arabia,545829,0,8610
1330,Sun 9/12,Senegal,73478,0,1831
1331,Sun 9/12,Serbia,816912,0,7548
1332,Sun 9/12,Seychelles,20593,0,106
1333,Sun 9/12,Sierra Leone,6385,0,121
1334,Sun 9/12,Singapore,71687,0,58
1335,Sun 9/12,Slovakia,785184,0,12558
1336,Sun 9/12,Slovenia,276174,0,4469
1337,Sun 9/12,Solomon Islands,20,0,0
1338,Sun 9/12,Somalia,18373,0,1023
1339,Sun 9/12,South Africa,2858195,0,84877
1340,Sun 9/12,South Sudan,11610,0,120
1341,Sun 9/12,Spain,4907461,0,85290
1342,Sun 9/12,Sri Lanka,485922,0,11296
1343,Sun 9/12,Sudan,37931,0,2837
1344,Sun 9/12,Summer Olympics 2020,865,0,0
1345,Sun 9/12,Suriname,33573,0,764
1346,Sun 9/12,Sweden,1138017,0,14703
1347,Sun 9/12,Switzerland,808058,0,10952
1348,Sun 9/12,Syria,29498,0,2077
1349,Sun 9/12,Taiwan*,16088,0,839
1350,Sun 9/12,Tajikistan,17442,0,125
1351,Sun 9/12,Tanzania,1367,0,50
1352,Sun 9/12,Thailand,1382173,0,14353
1353,Sun 9/12,Timor-Leste,18515,0,95
1354,Sun 9/12,Togo,23618,0,205
1355,Sun 9/12,Tonga,0,0,0
1356,Sun 9/12,Trinidad and Tobago,47130,0,1376
1357,Sun 9/12,Tunisia,685019,0,24205
1358,Sun 9/12,Turkey,6658251,0,59886
1359,Sun 9/12,US,41138182,0,660663
1360,Sun 9/12,Uganda,121510,0,3095
1361,Sun 9/12,Ukraine,2419254,0,57772
1362,Sun 9/12,United Arab Emirates,728886,0,2062
1363,Sun 9/12,United Kingdom,7259752,0,134525
1364,Sun 9/12,Uruguay,386701,0,6040
1365,Sun 9/12,Uzbekistan,164364,0,1153
1366,Sun 9/12,Vanuatu,4,0,1
1367,Sun 9/12,Venezuela,346755,0,4192
1368,Sun 9/12,Vietnam,613375,0,15279
1369,Sun 9/12,West Bank and Gaza,369761,0,3817
1370,Sun 9/12,Yemen,8414,0,1584
1371,Sun 9/12,Zambia,207938,0,3631
1372,Sun 9/12,Zimbabwe,126269,0,4538
1373,Sun 9/19,Afghanistan,154487,0,7186
1374,Sun 9/19,Albania,162953,0,2580
1375,Sun 9/19,Algeria,201600,0,5694
1376,Sun 9/19,Andorra,15124,0,130
1377,Sun 9/19,Angola,52307,0,1388
1378,Sun 9/19,Antigua and Barbuda,2603,0,55
1379,Sun 9/19,Argentina,5239232,0,114428
1380,Sun 9/19,Armenia,253600,0,5131
1381,Sun 9/19,Australia,87128,0,1167
1382,Sun 9/19,Austria,724035,0,10895
1383,Sun 9/19,Azerbaijan,467173,0,6227
1384,Sun 9/19,Bahamas,20030,0,504
1385,Sun 9/19,Bahrain,274264,0,1388
1386,Sun 9/19,Bangladesh,1542683,0,27225
1387,Sun 9/19,Barbados,6527,0,58
1388,Sun 9/19,Belarus,516428,0,4004
1389,Sun 9/19,Belgium,1219814,0,25497
1390,Sun 9/19,Belize,18532,0,389
1391,Sun 9/19,Benin,21450,0,146
1392,Sun 9/19,Bhutan,2597,0,3
1393,Sun 9/19,Bolivia,497100,0,18659
1394,Sun 9/19,Bosnia and Herzegovina,225857,0,10203
1395,Sun 9/19,Botswana,172252,0,2343
1396,Sun 9/19,Brazil,21243748,0,591014
1397,Sun 9/19,Brunei,5047,0,26
1398,Sun 9/19,Bulgaria,482186,0,20028
1399,Sun 9/19,Burkina Faso,14041,0,172
1400,Sun 9/19,Burma,446573,0,17073
1401,Sun 9/19,Burundi,14189,0,38
1402,Sun 9/19,Cabo Verde,37108,0,330
1403,Sun 9/19,Cambodia,104094,0,2109
1404,Sun 9/19,Cameroon,85414,0,1368
1405,Sun 9/19,Canada,1581003,0,27445
1406,Sun 9/19,Central African Republic,11309,0,100
1407,Sun 9/19,Chad,5029,0,174
1408,Sun 9/19,Chile,1647469,0,37359
1409,Sun 9/19,China,107961,0,4849
1410,Sun 9/19,Colombia,4941064,0,125895
1411,Sun 9/19,Comoros,4106,0,147
1412,Sun 9/19,Congo (Brazzaville),13701,0,183
1413,Sun 9/19,Congo (Kinshasa),56387,0,1068
1414,Sun 9/19,Costa Rica,505163,0,5949
1415,Sun 9/19,Cote d'Ivoire,59020,0,566
1416,Sun 9/19,Croatia,391984,0,8500
1417,Sun 9/19,Cuba,801367,0,6796
1418,Sun 9/19,Cyprus,118863,0,547
1419,Sun 9/19,Czechia,1686182,0,30430
1420,Sun 9/19,Denmark,356176,0,2630
1421,Sun 9/19,Diamond Princess,712,0,13
1422,Sun 9/19,Djibouti,12040,0,159
1423,Sun 9/19,Dominica,2758,0,8
1424,Sun 9/19,Dominican Republic,355150,0,4028
1425,Sun 9/19,Ecuador,507003,0,32661
1426,Sun 9/19,Egypt,296929,0,16970
1427,Sun 9/19,El Salvador,99701,0,3102
1428,Sun 9/19,Equatorial Guinea,11063,0,137
1429,Sun 9/19,Eritrea,6671,0,40
1430,Sun 9/19,Estonia,149776,0,1326
1431,Sun 9/19,Eswatini,45380,0,1195
1432,Sun 9/19,Ethiopia,332961,0,5130
1433,Sun 9/19,Fiji,49959,0,566
1434,Sun 9/19,Finland,136257,0,1057
1435,Sun 9/19,France,7043875,0,116696
1436,Sun 9/19,Gabon,27643,0,175
1437,Sun 9/19,Gambia,9888,0,332
1438,Sun 9/19,Georgia,595264,0,8541
1439,Sun 9/19,Germany,4149832,0,92977
1440,Sun 9/19,Ghana,125261,0,1121
1441,Sun 9/19,Greece,630784,0,14466
1442,Sun 9/19,Grenada,3841,0,50
1443,Sun 9/19,Guatemala,529422,0,13040
1444,Sun 9/19,Guinea,30136,0,370
1445,Sun 9/19,Guinea-Bissau,6080,0,130
1446,Sun 9/19,Guyana,29553,0,725
1447,Sun 9/19,Haiti,21330,0,596
1448,Sun 9/19,Holy See,27,0,0
1449,Sun 9/19,Honduras,357654,0,9491
1450,Sun 9/19,Hungary,817159,0,30123
1451,Sun 9/19,Iceland,11404,0,33
1452,Sun 9/19,India,33478419,0,445133
1453,Sun 9/19,Indonesia,4190763,0,140468
1454,Sun 9/19,Iran,5424835,0,117182
1455,Sun 9/19,Iraq,1975220,0,21822
1456,Sun 9/19,Ireland,375367,0,5179
1457,Sun 9/19,Israel,1228129,0,7541
1458,Sun 9/19,Italy,4636111,0,130310
1459,Sun 9/19,Jamaica,79673,0,1791
1460,Sun 9/19,Japan,1680908,0,17209
1461,Sun 9/19,Jordan,813601,0,10616
1462,Sun 9/19,Kazakhstan,936954,0,15031
1463,Sun 9/19,Kenya,246530,0,4989
1464,Sun 9/19,Kiribati,2,0,0
1465,Sun 9/19,"Korea, South",287536,0,2409
1466,Sun 9/19,Kosovo,159107,0,2899
1467,Sun 9/19,Kuwait,411180,0,2439
1468,Sun 9/19,Kyrgyzstan,177722,0,2588
1469,Sun 9/19,Laos,19185,0,16
1470,Sun 9/19,Latvia,150560,0,2640
1471,Sun 9/19,Lebanon,618278,0,8236
1472,Sun 9/19,Lesotho,14395,0,403
1473,Sun 9/19,Liberia,5904,0,283
1474,Sun 9/19,Libya,330945,0,4501
1475,Sun 9/19,Liechtenstein,3528,0,58
1476,Sun 9/19,Lithuania,315949,0,4793
1477,Sun 9/19,Luxembourg,77189,0,834
1478,Sun 9/19,MS Zaandam,9,0,2
1479,Sun 9/19,Madagascar,42898,0,958
1480,Sun 9/19,Malawi,61363,0,2261
1481,Sun 9/19,Malaysia,2097830,0,23443
1482,Sun 9/19,Maldives,83576,0,229
1483,Sun 9/19,Mali,15068,0,545
1484,Sun 9/19,Malta,36972,0,453
1485,Sun 9/19,Marshall Islands,4,0,0
1486,Sun 9/19,Mauritania,35462,0,766
1487,Sun 9/19,Mauritius,14243,0,50
1488,Sun 9/19,Mexico,3569677,0,271503
1489,Sun 9/19,Micronesia,1,0,0
1490,Sun 9/19,Moldova,281700,0,6595
1491,Sun 9/19,Monaco,3290,0,33
1492,Sun 9/19,Mongolia,277997,0,1119
1493,Sun 9/19,Montenegro,126259,0,1849
1494,Sun 9/19,Morocco,919681,0,13910
1495,Sun 9/19,Mozambique,150018,0,1903
1496,Sun 9/19,Namibia,126811,0,3469
1497,Sun 9/19,Nepal,784566,0,11040
1498,Sun 9/19,Netherlands,2022283,0,18507
1499,Sun 9/19,New Zealand,4083,0,27
1500,Sun 9/19,Nicaragua,13025,0,202
1501,Sun 9/19,Niger,5957,0,201
1502,Sun 9/19,Nigeria,201798,0,2655
1503,Sun 9/19,North Macedonia,186914,0,6460
1504,Sun 9/19,Norway,182239,0,841
1505,Sun 9/19,Oman,303423,0,4093
1506,Sun 9/19,Pakistan,1226008,0,27246
1507,Sun 9/19,Palau,5,0,0
1508,Sun 9/19,Panama,464288,0,7172
1509,Sun 9/19,Papua New Guinea,18542,0,204
1510,Sun 9/19,Paraguay,459622,0,16126
1511,Sun 9/19,Peru,2167008,0,199066
1512,Sun 9/19,Philippines,2366749,0,36788
1513,Sun 9/19,Poland,2897935,0,75488
1514,Sun 9/19,Portugal,1062048,0,17907
1515,Sun 9/19,Qatar,235487,0,604
1516,Sun 9/19,Romania,1148710,0,35514
1517,Sun 9/19,Russia,7170069,0,194671
1518,Sun 9/19,Rwanda,95257,0,1210
1519,Sun 9/19,Saint Kitts and Nevis,1632,0,9
1520,Sun 9/19,Saint Lucia,10520,0,150
1521,Sun 9/19,Saint Vincent and the Grenadines,2791,0,14
1522,Sun 9/19,Samoa,3,0,0
1523,Sun 9/19,San Marino,5412,0,90
1524,Sun 9/19,Sao Tome and Principe,3043,0,43
1525,Sun 9/19,Saudi Arabia,546411,0,8651
1526,Sun 9/19,Senegal,73645,0,1845
1527,Sun 9/19,Serbia,865686,0,7770
1528,Sun 9/19,Seychelles,20593,0,106
1529,Sun 9/19,Sierra Leone,6392,0,121
1530,Sun 9/19,Singapore,77804,0,60
1531,Sun 9/19,Slovakia,790957,0,12569
1532,Sun 9/19,Slovenia,283479,0,4498
1533,Sun 9/19,Solomon Islands,20,0,0
1534,Sun 9/19,Somalia,19004,0,1063
1535,Sun 9/19,South Africa,2882630,0,86174
1536,Sun 9/19,South Sudan,11814,0,121
1537,Sun 9/19,Spain,4929546,0,85783
1538,Sun 9/19,Sri Lanka,504491,0,12125
1539,Sun 9/19,Sudan,37995,0,2878
1540,Sun 9/19,Summer Olympics 2020,865,0,0
1541,Sun 9/19,Suriname,36746,0,803
1542,Sun 9/19,Sweden,1144982,0,14775
1543,Sun 9/19,Switzerland,823078,0,11000
1544,Sun 9/19,Syria,30709,0,2127
1545,Sun 9/19,Taiwan*,16141,0,840
1546,Sun 9/19,Tajikistan,17484,0,125
1547,Sun 9/19,Tanzania,1367,0,50
1548,Sun 9/19,Thailand,1476477,0,15363
1549,Sun 9/19,Timor-Leste,19033,0,104
1550,Sun 9/19,Togo,24599,0,213
1551,Sun 9/19,Tonga,0,0,0
1552,Sun 9/19,Trinidad and Tobago,48523,0,1416
1553,Sun 9/19,Tunisia,699928,0,24490
1554,Sun 9/19,Turkey,6847259,0,61574
1555,Sun 9/19,US,42174500,0,674729
1556,Sun 9/19,Uganda,122212,0,3128
1557,Sun 9/19,Ukraine,2453240,0,58422
1558,Sun 9/19,United Arab Emirates,732690,0,2075
1559,Sun 9/19,United Kingdom,7464791,0,135539
1560,Sun 9/19,Uruguay,387627,0,6048
1561,Sun 9/19,Uzbekistan,168437,0,1188
1562,Sun 9/19,Vanuatu,4,0,1
1563,Sun 9/19,Venezuela,354239,0,4291
1564,Sun 9/19,Vietnam,687063,0,17090
1565,Sun 9/19,West Bank and Gaza,384390,0,3919
1566,Sun 9/19,Yemen,8667,0,1643
1567,Sun 9/19,Zambia,208469,0,3638
1568,Sun 9/19,Zimbabwe,127938,0,4567
1569,Sun 9/26,Afghanistan,154960,0,7199
1570,Sun 9/26,Albania,167893,0,2640
1571,Sun 9/26,Algeria,202722,0,5777
1572,Sun 9/26,Andorra,15167,0,130
1573,Sun 9/26,Angola,55121,0,1501
1574,Sun 9/26,Antigua and Barbuda,2923,0,64
1575,Sun 9/26,Argentina,5250402,0,114862
1576,Sun 9/26,Armenia,258545,0,5251
1577,Sun 9/26,Australia,99031,0,1245
1578,Sun 9/26,Austria,735890,0,10969
1579,Sun 9/26,Azerbaijan,480843,0,6457
1580,Sun 9/26,Bahamas,20603,0,522
1581,Sun 9/26,Bahrain,274814,0,1389
1582,Sun 9/26,Bangladesh,1551351,0,27414
1583,Sun 9/26,Barbados,7576,0,67
1584,Sun 9/26,Belarus,530203,0,4092
1585,Sun 9/26,Belgium,1233723,0,25554
1586,Sun 9/26,Belize,19600,0,402
1587,Sun 9/26,Benin,22958,0,154
1588,Sun 9/26,Bhutan,2599,0,3
1589,Sun 9/26,Bolivia,498895,0,18700
1590,Sun 9/26,Bosnia and Herzegovina,230801,0,10422
1591,Sun 9/26,Botswana,176427,0,2360
1592,Sun 9/26,Brazil,21367297,0,594732
1593,Sun 9/26,Brunei,6540,0,37
1594,Sun 9/26,Bulgaria,492861,0,20489
1595,Sun 9/26,Burkina Faso,14172,0,180
1596,Sun 9/26,Burma,458154,0,17527
1597,Sun 9/26,Burundi,16356,0,38
1598,Sun 9/26,Cabo Verde,37448,0,334
1599,Sun 9/26,Cambodia,109087,0,2243
1600,Sun 9/26,Cameroon,85414,0,1368
1601,Sun 9/26,Canada,1609156,0,27695
1602,Sun 9/26,Central African Republic,11371,0,100
1603,Sun 9/26,Chad,5032,0,174
1604,Sun 9/26,Chile,1651750,0,37440
1605,Sun 9/26,China,108309,0,4849
1606,Sun 9/26,Colombia,4951675,0,126145
1607,Sun 9/26,Comoros,4112,0,147
1608,Sun 9/26,Congo (Brazzaville),14113,0,191
1609,Sun 9/26,Congo (Kinshasa),56617,0,1083
1610,Sun 9/26,Costa Rica,521182,0,6189
1611,Sun 9/26,Cote d'Ivoire,59879,0,600
1612,Sun 9/26,Croatia,399891,0,8595
1613,Sun 9/26,Cuba,854167,0,7227
1614,Sun 9/26,Cyprus,119689,0,551
1615,Sun 9/26,Czechia,1689364,0,30453
1616,Sun 9/26,Denmark,358724,0,2644
1617,Sun 9/26,Diamond Princess,712,0,13
1618,Sun 9/26,Djibouti,12253,0,162
1619,Sun 9/26,Dominica,3293,0,15
1620,Sun 9/26,Dominican Republic,357149,0,4039
1621,Sun 9/26,Ecuador,507858,0,32720
1622,Sun 9/26,Egypt,301625,0,17187
1623,Sun 9/26,El Salvador,102024,0,3185
1624,Sun 9/26,Equatorial Guinea,11806,0,142
1625,Sun 9/26,Eritrea,6694,0,42
1626,Sun 9/26,Estonia,153536,0,1344
1627,Sun 9/26,Eswatini,45770,0,1212
1628,Sun 9/26,Ethiopia,341714,0,5401
1629,Sun 9/26,Fiji,50755,0,590
1630,Sun 9/26,Finland,139405,0,1069
1631,Sun 9/26,France,7085607,0,117182
1632,Sun 9/26,Gabon,29126,0,178
1633,Sun 9/26,Gambia,9930,0,335
1634,Sun 9/26,Georgia,606492,0,8817
1635,Sun 9/26,Germany,4204300,0,93409
1636,Sun 9/26,Ghana,126621,0,1146
1637,Sun 9/26,Greece,645969,0,14679
1638,Sun 9/26,Grenada,4922,0,120
1639,Sun 9/26,Guatemala,549560,0,13375
1640,Sun 9/26,Guinea,30362,0,377
1641,Sun 9/26,Guinea-Bissau,6099,0,135
1642,Sun 9/26,Guyana,31148,0,762
1643,Sun 9/26,Haiti,21486,0,607
1644,Sun 9/26,Holy See,27,0,0
1645,Sun 9/26,Honduras,363017,0,9679
1646,Sun 9/26,Hungary,820078,0,30151
1647,Sun 9/26,Iceland,11632,0,33
1648,Sun 9/26,India,33678786,0,447194
1649,Sun 9/26,Indonesia,4208013,0,141467
1650,Sun 9/26,Iran,5533520,0,119360
1651,Sun 9/26,Iraq,1993767,0,22110
1652,Sun 9/26,Ireland,384677,0,5209
1653,Sun 9/26,Israel,1266206,0,7675
1654,Sun 9/26,Italy,4660314,0,130697
1655,Sun 9/26,Jamaica,82778,0,1834
1656,Sun 9/26,Japan,1698644,0,17481
1657,Sun 9/26,Jordan,819783,0,10680
1658,Sun 9/26,Kazakhstan,954295,0,15503
1659,Sun 9/26,Kenya,248461,0,5102
1660,Sun 9/26,Kiribati,2,0,0
1661,Sun 9/26,"Korea, South",303553,0,2456
1662,Sun 9/26,Kosovo,159870,0,2936
1663,Sun 9/26,Kuwait,411484,0,2446
1664,Sun 9/26,Kyrgyzstan,178258,0,2600
1665,Sun 9/26,Laos,21819,0,16
1666,Sun 9/26,Latvia,154786,0,2684
1667,Sun 9/26,Lebanon,622235,0,8286
1668,Sun 9/26,Lesotho,14395,0,403
1669,Sun 9/26,Liberia,5792,0,283
1670,Sun 9/26,Libya,336980,0,4606
1671,Sun 9/26,Liechtenstein,3553,0,58
1672,Sun 9/26,Lithuania,325606,0,4913
1673,Sun 9/26,Luxembourg,77762,0,835
1674,Sun 9/26,MS Zaandam,9,0,2
1675,Sun 9/26,Madagascar,42898,0,958
1676,Sun 9/26,Malawi,61509,0,2276
1677,Sun 9/26,Malaysia,2198235,0,25437
1678,Sun 9/26,Maldives,84362,0,231
1679,Sun 9/26,Mali,15163,0,547
1680,Sun 9/26,Malta,37090,0,457
1681,Sun 9/26,Marshall Islands,4,0,0
1682,Sun 9/26,Mauritania,35859,0,768
1683,Sun 9/26,Mauritius,15161,0,71
1684,Sun 9/26,Mexico,3632800,0,275450
1685,Sun 9/26,Micronesia,1,0,0
1686,Sun 9/26,Moldova,289025,0,6695
1687,Sun 9/26,Monaco,3303,0,33
1688,Sun 9/26,Mongolia,294775,0,1206
1689,Sun 9/26,Montenegro,129648,0,1895
1690,Sun 9/26,Morocco,929305,0,14167
1691,Sun 9/26,Mozambique,150530,0,1909
1692,Sun 9/26,Namibia,127261,0,3494
1693,Sun 9/26,Nepal,791392,0,11096
1694,Sun 9/26,Netherlands,2034519,0,18557
1695,Sun 9/26,New Zealand,4195,0,27
1696,Sun 9/26,Nicaragua,13730,0,203
1697,Sun 9/26,Niger,5980,0,201
1698,Sun 9/26,Nigeria,204456,0,2677
1699,Sun 9/26,North Macedonia,189887,0,6594
1700,Sun 9/26,Norway,186935,0,850
1701,Sun 9/26,Oman,303639,0,4095
1702,Sun 9/26,Pakistan,1240425,0,27597
1703,Sun 9/26,Palau,5,0,0
1704,Sun 9/26,Panama,466178,0,7208
1705,Sun 9/26,Papua New Guinea,19523,0,227
1706,Sun 9/26,Paraguay,459804,0,16188
1707,Sun 9/26,Peru,2173034,0,199292
1708,Sun 9/26,Philippines,2490858,0,37405
1709,Sun 9/26,Poland,2903234,0,75572
1710,Sun 9/26,Portugal,1066945,0,17954
1711,Sun 9/26,Qatar,236298,0,605
1712,Sun 9/26,Romania,1194106,0,36341
1713,Sun 9/26,Russia,7313112,0,200245
1714,Sun 9/26,Rwanda,96839,0,1252
1715,Sun 9/26,Saint Kitts and Nevis,1835,0,10
1716,Sun 9/26,Saint Lucia,11144,0,185
1717,Sun 9/26,Saint Vincent and the Grenadines,3338,0,17
1718,Sun 9/26,Samoa,3,0,0
1719,Sun 9/26,San Marino,5427,0,90
1720,Sun 9/26,Sao Tome and Principe,3344,0,49
1721,Sun 9/26,Saudi Arabia,546926,0,8699
1722,Sun 9/26,Senegal,73742,0,1855
1723,Sun 9/26,Serbia,911066,0,8051
1724,Sun 9/26,Seychelles,21281,0,110
1725,Sun 9/26,Sierra Leone,6393,0,121
1726,Sun 9/26,Singapore,87892,0,78
1727,Sun 9/26,Slovakia,798722,0,12596
1728,Sun 9/26,Slovenia,289670,0,4537
1729,Sun 9/26,Solomon Islands,20,0,0
1730,Sun 9/26,Somalia,19723,0,1103
1731,Sun 9/26,South Africa,2896943,0,87052
1732,Sun 9/26,South Sudan,11948,0,128
1733,Sun 9/26,Spain,4946601,0,86229
1734,Sun 9/26,Sri Lanka,513609,0,12680
1735,Sun 9/26,Sudan,38077,0,2894
1736,Sun 9/26,Summer Olympics 2020,865,0,0
1737,Sun 9/26,Suriname,39908,0,845
1738,Sun 9/26,Sweden,1149407,0,14821
1739,Sun 9/26,Switzerland,833385,0,11043
1740,Sun 9/26,Syria,32973,0,2207
1741,Sun 9/26,Taiwan*,16189,0,841
1742,Sun 9/26,Tajikistan,17484,0,125
1743,Sun 9/26,Tanzania,25674,0,50
1744,Sun 9/26,Thailand,1561638,0,16268
1745,Sun 9/26,Timor-Leste,19382,0,113
1746,Sun 9/26,Togo,25218,0,226
1747,Sun 9/26,Tonga,0,0,0
1748,Sun 9/26,Trinidad and Tobago,49949,0,1457
1749,Sun 9/26,Tunisia,704914,0,24732
1750,Sun 9/26,Turkey,7039500,0,63166
1751,Sun 9/26,US,43022848,0,689305
1752,Sun 9/26,Uganda,123181,0,3145
1753,Sun 9/26,Ukraine,2500198,0,59281
1754,Sun 9/26,United Arab Emirates,734894,0,2090
1755,Sun 9/26,United Kingdom,7700358,0,136529
1756,Sun 9/26,Uruguay,388502,0,6052
1757,Sun 9/26,Uzbekistan,172090,0,1222
1758,Sun 9/26,Vanuatu,4,0,1
1759,Sun 9/26,Venezuela,362040,0,4395
1760,Sun 9/26,Vietnam,756689,0,18584
1761,Sun 9/26,West Bank and Gaza,396746,0,4025
1762,Sun 9/26,Yemen,8934,0,1694
1763,Sun 9/26,Zambia,208857,0,3646
1764,Sun 9/26,Zimbabwe,129625,0,4604
1765,Sun 10/3,Afghanistan,155191,0,7206
1766,Sun 10/3,Albania,171794,0,2713
1767,Sun 10/3,Algeria,203789,0,5822
1768,Sun 10/3,Andorra,15222,0,130
1769,Sun 10/3,Angola,58943,0,1577
1770,Sun 10/3,Antigua and Barbuda,3503,0,85
1771,Sun 10/3,Argentina,5259738,0,115245
1772,Sun 10/3,Armenia,264690,0,5372
1773,Sun 10/3,Australia,113411,0,1346
1774,Sun 10/3,Austria,748825,0,11026
1775,Sun 10/3,Azerbaijan,485987,0,6573
1776,Sun 10/3,Bahamas,21114,0,533
1777,Sun 10/3,Bahrain,275237,0,1389
1778,Sun 10/3,Bangladesh,1557964,0,27573
1779,Sun 10/3,Barbados,8792,0,79
1780,Sun 10/3,Belarus,543976,0,4188
1781,Sun 10/3,Belgium,1247197,0,25612
1782,Sun 10/3,Belize,21003,0,418
1783,Sun 10/3,Benin,23890,0,159
1784,Sun 10/3,Bhutan,2608,0,3
1785,Sun 10/3,Bolivia,501179,0,18762
1786,Sun 10/3,Bosnia and Herzegovina,235536,0,10635
1787,Sun 10/3,Botswana,179220,0,2368
1788,Sun 10/3,Brazil,21471963,0,598202
1789,Sun 10/3,Brunei,7326,0,43
1790,Sun 10/3,Bulgaria,505994,0,21038
1791,Sun 10/3,Burkina Faso,14335,0,187
1792,Sun 10/3,Burma,468463,0,17883
1793,Sun 10/3,Burundi,18271,0,38
1794,Sun 10/3,Cabo Verde,37658,0,342
1795,Sun 10/3,Cambodia,113256,0,2383
1796,Sun 10/3,Cameroon,92303,0,1459
1797,Sun 10/3,Canada,1640565,0,28002
1798,Sun 10/3,Central African Republic,11371,0,100
1799,Sun 10/3,Chad,5044,0,174
1800,Sun 10/3,Chile,1656602,0,37494
1801,Sun 10/3,China,108555,0,4849
1802,Sun 10/3,Colombia,4962054,0,126401
1803,Sun 10/3,Comoros,4155,0,147
1804,Sun 10/3,Congo (Brazzaville),14359,0,197
1805,Sun 10/3,Congo (Kinshasa),56997,0,1084
1806,Sun 10/3,Costa Rica,533873,0,6413
1807,Sun 10/3,Cote d'Ivoire,60424,0,640
1808,Sun 10/3,Croatia,408699,0,8678
1809,Sun 10/3,Cuba,891447,0,7580
1810,Sun 10/3,Cyprus,120272,0,552
1811,Sun 10/3,Czechia,1693790,0,30478
1812,Sun 10/3,Denmark,361839,0,2665
1813,Sun 10/3,Diamond Princess,712,0,13
1814,Sun 10/3,Djibouti,12922,0,171
1815,Sun 10/3,Dominica,3673,0,22
1816,Sun 10/3,Dominican Republic,360830,0,4055
1817,Sun 10/3,Ecuador,510619,0,32791
1818,Sun 10/3,Egypt,306798,0,17436
1819,Sun 10/3,El Salvador,104348,0,3277
1820,Sun 10/3,Equatorial Guinea,12362,0,147
1821,Sun 10/3,Eritrea,6723,0,42
1822,Sun 10/3,Estonia,158357,0,1363
1823,Sun 10/3,Eswatini,46047,0,1224
1824,Sun 10/3,Ethiopia,348669,0,5722
1825,Sun 10/3,Fiji,51202,0,633
1826,Sun 10/3,Finland,142114,0,1078
1827,Sun 10/3,France,7120214,0,117595
1828,Sun 10/3,Gabon,30648,0,190
1829,Sun 10/3,Gambia,9935,0,338
1830,Sun 10/3,Georgia,617753,0,9038
1831,Sun 10/3,Germany,4260494,0,93798
1832,Sun 10/3,Ghana,127482,0,1156
1833,Sun 10/3,Greece,661308,0,14920
1834,Sun 10/3,Grenada,5351,0,157
1835,Sun 10/3,Guatemala,566250,0,13730
1836,Sun 10/3,Guinea,30434,0,379
1837,Sun 10/3,Guinea-Bissau,6112,0,135
1838,Sun 10/3,Guyana,32483,0,799
1839,Sun 10/3,Haiti,21916,0,611
1840,Sun 10/3,Holy See,27,0,0
1841,Sun 10/3,Honduras,367275,0,9854
1842,Sun 10/3,Hungary,823384,0,30199
1843,Sun 10/3,Iceland,11839,0,33
1844,Sun 10/3,India,33834702,0,448997
1845,Sun 10/3,Indonesia,4219284,0,142173
1846,Sun 10/3,Iran,5624128,0,121109
1847,Sun 10/3,Iraq,2009678,0,22365
1848,Sun 10/3,Ireland,393626,0,5249
1849,Sun 10/3,Israel,1290129,0,7821
1850,Sun 10/3,Italy,4682034,0,131031
1851,Sun 10/3,Jamaica,84701,0,1909
1852,Sun 10/3,Japan,1708726,0,17732
1853,Sun 10/3,Jordan,826282,0,10742
1854,Sun 10/3,Kazakhstan,968975,0,15907
1855,Sun 10/3,Kenya,250114,0,5140
1856,Sun 10/3,Kiribati,2,0,0
1857,Sun 10/3,"Korea, South",319777,0,2513
1858,Sun 10/3,Kosovo,160193,0,2961
1859,Sun 10/3,Kuwait,411803,0,2452
1860,Sun 10/3,Kyrgyzstan,178740,0,2607
1861,Sun 10/3,Laos,25217,0,22
1862,Sun 10/3,Latvia,161641,0,2741
1863,Sun 10/3,Lebanon,625974,0,8348
1864,Sun 10/3,Lesotho,21360,0,650
1865,Sun 10/3,Liberia,5799,0,286
1866,Sun 10/3,Libya,341839,0,4686
1867,Sun 10/3,Liechtenstein,3559,0,58
1868,Sun 10/3,Lithuania,337416,0,5063
1869,Sun 10/3,Luxembourg,78326,0,835
1870,Sun 10/3,MS Zaandam,9,0,2
1871,Sun 10/3,Madagascar,42898,0,958
1872,Sun 10/3,Malawi,61612,0,2284
1873,Sun 10/3,Malaysia,2277565,0,26683
1874,Sun 10/3,Maldives,84971,0,231
1875,Sun 10/3,Mali,15287,0,549
1876,Sun 10/3,Malta,37197,0,459
1877,Sun 10/3,Marshall Islands,4,0,0
1878,Sun 10/3,Mauritania,36163,0,778
1879,Sun 10/3,Mauritius,15695,0,84
1880,Sun 10/3,Mexico,3678980,0,278592
1881,Sun 10/3,Micronesia,1,0,0
1882,Sun 10/3,Moldova,297232,0,6854
1883,Sun 10/3,Monaco,3314,0,33
1884,Sun 10/3,Mongolia,312376,0,1347
1885,Sun 10/3,Montenegro,132696,0,1934
1886,Sun 10/3,Morocco,935332,0,14339
1887,Sun 10/3,Mozambique,150804,0,1918
1888,Sun 10/3,Namibia,127804,0,3516
1889,Sun 10/3,Nepal,797192,0,11164
1890,Sun 10/3,Netherlands,2046631,0,18598
1891,Sun 10/3,New Zealand,4383,0,27
1892,Sun 10/3,Nicaragua,14448,0,204
1893,Sun 10/3,Niger,6042,0,203
1894,Sun 10/3,Nigeria,206138,0,2724
