id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
585,Sun 8/15,West Bank and Gaza,320034,0,3623
586,Sun 8/15,Yemen,7293,0,1403
587,Sun 8/15,Zambia,202261,0,3529
588,Sun 8/15,Zimbabwe,120088,0,4109
589,Sun 8/22,Afghanistan,152511,0,7070
590,Sun 8/22,Albania,139324,0,2478
591,Sun 8/22,Algeria,191583,0,5004
592,Sun 8/22,Andorra,14988,0,129
593,Sun 8/22,Angola,45945,0,1153
594,Sun 8/22,Antigua and Barbuda,1490,0,43
595,Sun 8/22,Argentina,5133831,0,110352
596,Sun 8/22,Armenia,237634,0,4752
597,Sun 8/22,Australia,44920,0,984
598,Sun 8/22,Austria,676526,0,10762
599,Sun 8/22,Azerbaijan,391506,0,5308
600,Sun 8/22,Bahamas,16962,0,330
601,Sun 8/22,Bahrain,271631,0,1386
602,Sun 8/22,Bangladesh,1461998,0,25282
603,Sun 8/22,Barbados,4640,0,48
604,Sun 8/22,Belarus,469717,0,3681
605,Sun 8/22,Belgium,1163726,0,25320
606,Sun 8/22,Belize,15415,0,351
607,Sun 8/22,Benin,10183,0,119
608,Sun 8/22,Bhutan,2585,0,3
609,Sun 8/22,Bolivia,486643,0,18302
610,Sun 8/22,Bosnia and Herzegovina,209073,0,9722
611,Sun 8/22,Botswana,146461,0,2081
612,Sun 8/22,Brazil,20575218,0,574806
613,Sun 8/22,Brunei,1769,0,3
614,Sun 8/22,Bulgaria,441295,0,18475
615,Sun 8/22,Burkina Faso,13713,0,171
616,Sun 8/22,Burma,373685,0,14374
617,Sun 8/22,Burundi,10791,0,38
618,Sun 8/22,Cabo Verde,34738,0,303
619,Sun 8/22,Cambodia,89231,0,1792
620,Sun 8/22,Cameroon,82454,0,1338
621,Sun 8/22,Canada,1476010,0,26793
622,Sun 8/22,Central African Republic,11251,0,99
623,Sun 8/22,Chad,4985,0,174
624,Sun 8/22,Chile,1633816,0,36650
625,Sun 8/22,China,106772,0,4848
626,Sun 8/22,Colombia,4889537,0,124216
627,Sun 8/22,Comoros,4050,0,147
628,Sun 8/22,Congo (Brazzaville),13398,0,179
629,Sun 8/22,Congo (Kinshasa),54009,0,1053
630,Sun 8/22,Costa Rica,440647,0,5312
631,Sun 8/22,Cote d'Ivoire,53645,0,395
632,Sun 8/22,Croatia,369765,0,8301
633,Sun 8/22,Cuba,583299,0,4544
634,Sun 8/22,Cyprus,112862,0,485
635,Sun 8/22,Czechia,1677512,0,30385
636,Sun 8/22,Denmark,338759,0,2568
637,Sun 8/22,Diamond Princess,712,0,13
638,Sun 8/22,Djibouti,11696,0,157
639,Sun 8/22,Dominica,1339,0,1
640,Sun 8/22,Dominican Republic,347835,0,3989
641,Sun 8/22,Ecuador,495115,0,31985
642,Sun 8/22,Egypt,286352,0,16671
643,Sun 8/22,El Salvador,92686,0,2840
644,Sun 8/22,Equatorial Guinea,9049,0,123
645,Sun 8/22,Eritrea,6623,0,37
646,Sun 8/22,Estonia,138807,0,1281
647,Sun 8/22,Eswatini,40455,0,1004
648,Sun 8/22,Ethiopia,295804,0,4561
649,Sun 8/22,Fiji,43597,0,438
650,Sun 8/22,Finland,122046,0,1014
651,Sun 8/22,France,6700378,0,113775
652,Sun 8/22,Gabon,25667,0,165
653,Sun 8/22,Gambia,9439,0,296
654,Sun 8/22,Georgia,514744,0,6771
655,Sun 8/22,Germany,3876041,0,91987
656,Sun 8/22,Ghana,114584,0,968
657,Sun 8/22,Greece,559186,0,13384
658,Sun 8/22,Grenada,222,0,1
659,Sun 8/22,Guatemala,439253,0,11500
660,Sun 8/22,Guinea,28802,0,314
661,Sun 8/22,Guinea-Bissau,5518,0,103
662,Sun 8/22,Guyana,24336,0,594
663,Sun 8/22,Haiti,20689,0,582
664,Sun 8/22,Holy See,27,0,0
665,Sun 8/22,Honduras,326830,0,8594
666,Sun 8/22,Hungary,810781,0,30046
667,Sun 8/22,Iceland,10115,0,30
668,Sun 8/22,India,32449306,0,434756
669,Sun 8/22,Indonesia,3979456,0,126372
670,Sun 8/22,Iran,4677114,0,102038
671,Sun 8/22,Iraq,1825089,0,20184
672,Sun 8/22,Ireland,337117,0,5074
673,Sun 8/22,Israel,990524,0,6830
674,Sun 8/22,Italy,4484613,0,128751
675,Sun 8/22,Jamaica,61282,0,1371
676,Sun 8/22,Japan,1308422,0,15636
677,Sun 8/22,Jordan,789474,0,10293
678,Sun 8/22,Kazakhstan,811052,0,11725
679,Sun 8/22,Kenya,229009,0,4497
680,Sun 8/22,Kiribati,2,0,0
681,Sun 8/22,"Korea, South",237782,0,2222
682,Sun 8/22,Kosovo,129309,0,2326
683,Sun 8/22,Kuwait,408245,0,2404
684,Sun 8/22,Kyrgyzstan,173920,0,2484
685,Sun 8/22,Laos,12469,0,11
686,Sun 8/22,Latvia,141045,0,2569
687,Sun 8/22,Lebanon,592156,0,8011
688,Sun 8/22,Lesotho,14371,0,400
689,Sun 8/22,Liberia,5527,0,245
690,Sun 8/22,Libya,295254,0,4051
691,Sun 8/22,Liechtenstein,3341,0,58
692,Sun 8/22,Lithuania,293767,0,4487
693,Sun 8/22,Luxembourg,74985,0,830
694,Sun 8/22,MS Zaandam,9,0,2
695,Sun 8/22,Madagascar,42845,0,954
696,Sun 8/22,Malawi,59471,0,2074
697,Sun 8/22,Malaysia,1555093,0,14168
698,Sun 8/22,Maldives,79959,0,223
699,Sun 8/22,Mali,14757,0,536
700,Sun 8/22,Malta,35774,0,436
701,Sun 8/22,Marshall Islands,4,0,0
702,Sun 8/22,Mauritania,31822,0,673
703,Sun 8/22,Mauritius,7070,0,22
704,Sun 8/22,Mexico,3225073,0,253155
705,Sun 8/22,Micronesia,1,0,0
706,Sun 8/22,Moldova,264432,0,6363
707,Sun 8/22,Monaco,3133,0,33
708,Sun 8/22,Mongolia,195250,0,902
709,Sun 8/22,Montenegro,109962,0,1671
710,Sun 8/22,Morocco,810949,0,11792
711,Sun 8/22,Mozambique,142784,0,1800
712,Sun 8/22,Namibia,123581,0,3342
713,Sun 8/22,Nepal,747433,0,10509
714,Sun 8/22,Netherlands,1952877,0,18275
715,Sun 8/22,New Zealand,3055,0,26
716,Sun 8/22,Nicaragua,10672,0,198
717,Sun 8/22,Niger,5770,0,196
718,Sun 8/22,Nigeria,187023,0,2268
719,Sun 8/22,North Macedonia,168872,0,5668
720,Sun 8/22,Norway,148608,0,811
721,Sun 8/22,Oman,301299,0,4031
722,Sun 8/22,Pakistan,1127584,0,25003
723,Sun 8/22,Palau,1,0,0
724,Sun 8/22,Panama,452598,0,7009
725,Sun 8/22,Papua New Guinea,17832,0,192
726,Sun 8/22,Paraguay,457725,0,15571
727,Sun 8/22,Peru,2142153,0,197879
728,Sun 8/22,Philippines,1839635,0,31810
729,Sun 8/22,Poland,2886698,0,75316
730,Sun 8/22,Portugal,1019420,0,17639
731,Sun 8/22,Qatar,230837,0,601
732,Sun 8/22,Romania,1090925,0,34412
733,Sun 8/22,Russia,6653498,0,173003
734,Sun 8/22,Rwanda,83023,0,1021
735,Sun 8/22,Saint Kitts and Nevis,823,0,3
736,Sun 8/22,Saint Lucia,7111,0,97
737,Sun 8/22,Saint Vincent and the Grenadines,2320,0,12
738,Sun 8/22,Samoa,3,0,0
739,Sun 8/22,San Marino,5255,0,90
740,Sun 8/22,Sao Tome and Principe,2524,0,37
741,Sun 8/22,Saudi Arabia,541201,0,8457
742,Sun 8/22,Senegal,71927,0,1671
743,Sun 8/22,Serbia,742313,0,7214
744,Sun 8/22,Seychelles,19586,0,98
745,Sun 8/22,Sierra Leone,6355,0,121
746,Sun 8/22,Singapore,66478,0,49
747,Sun 8/22,Slovakia,778450,0,12547
748,Sun 8/22,Slovenia,263547,0,4440
749,Sun 8/22,Solomon Islands,20,0,0
750,Sun 8/22,Somalia,16787,0,918
751,Sun 8/22,South Africa,2690973,0,79421
752,Sun 8/22,South Sudan,11310,0,120
753,Sun 8/22,Spain,4770453,0,83136
754,Sun 8/22,Sri Lanka,390000,0,7366
755,Sun 8/22,Sudan,37620,0,2822
756,Sun 8/22,Summer Olympics 2020,578,0,0
757,Sun 8/22,Suriname,27503,0,699
758,Sun 8/22,Sweden,1116584,0,14668
759,Sun 8/22,Switzerland,752761,0,10841
760,Sun 8/22,Syria,26901,0,1971
761,Sun 8/22,Taiwan*,15926,0,828
762,Sun 8/22,Tajikistan,16868,0,125
763,Sun 8/22,Tanzania,1367,0,50
764,Sun 8/22,Thailand,1049295,0,9320
765,Sun 8/22,Timor-Leste,14216,0,48
766,Sun 8/22,Togo,19614,0,172
767,Sun 8/22,Tonga,0,0,0
768,Sun 8/22,Trinidad and Tobago,43033,0,1225
769,Sun 8/22,Tunisia,640897,0,22537
770,Sun 8/22,Turkey,6215663,0,54533
771,Sun 8/22,US,37862224,0,628563
772,Sun 8/22,Uganda,97453,0,2931
773,Sun 8/22,Ukraine,2368150,0,56498
774,Sun 8/22,United Arab Emirates,709378,0,2020
775,Sun 8/22,United Kingdom,6523563,0,131958
776,Sun 8/22,Uruguay,384094,0,6016
777,Sun 8/22,Uzbekistan,149058,0,1021
778,Sun 8/22,Vanuatu,4,0,1
779,Sun 8/22,Venezuela,324642,0,3886
780,Sun 8/22,Vietnam,348059,0,8277
781,Sun 8/22,West Bank and Gaza,326310,0,3637
782,Sun 8/22,Yemen,7509,0,1418
783,Sun 8/22,Zambia,204549,0,3574
784,Sun 8/22,Zimbabwe,122652,0,4249
785,Sun 8/29,Afghanistan,153033,0,7109
786,Sun 8/29,Albania,144847,0,2492
787,Sun 8/29,Algeria,195162,0,5209
788,Sun 8/29,Andorra,15025,0,130
789,Sun 8/29,Angola,47168,0,1201
790,Sun 8/29,Antigua and Barbuda,1651,0,43
791,Sun 8/29,Argentina,5173531,0,111383
792,Sun 8/29,Armenia,241336,0,4823
793,Sun 8/29,Australia,52611,0,1003
794,Sun 8/29,Austria,685956,0,10781
795,Sun 8/29,Azerbaijan,417996,0,5553
796,Sun 8/29,Bahamas,17940,0,354
797,Sun 8/29,Bahrain,272341,0,1388
798,Sun 8/29,Bangladesh,1493537,0,26015
799,Sun 8/29,Barbados,4931,0,49
800,Sun 8/29,Belarus,479306,0,3757
801,Sun 8/29,Belgium,1177909,0,25360
802,Sun 8/29,Belize,16012,0,356
803,Sun 8/29,Benin,13366,0,128
804,Sun 8/29,Bhutan,2594,0,3
805,Sun 8/29,Bolivia,490056,0,18411
806,Sun 8/29,Bosnia and Herzegovina,212306,0,9785
807,Sun 8/29,Botswana,153793,0,2213
808,Sun 8/29,Brazil,20745549,0,579565
809,Sun 8/29,Brunei,2462,0,7
810,Sun 8/29,Bulgaria,451599,0,18731
811,Sun 8/29,Burkina Faso,13762,0,171
812,Sun 8/29,Burma,392300,0,15183
813,Sun 8/29,Burundi,11994,0,38
814,Sun 8/29,Cabo Verde,35227,0,309
815,Sun 8/29,Cambodia,92208,0,1881
816,Sun 8/29,Cameroon,83425,0,1350
817,Sun 8/29,Canada,1497283,0,26954
818,Sun 8/29,Central African Republic,11270,0,99
819,Sun 8/29,Chad,4991,0,174
820,Sun 8/29,Chile,1637829,0,36885
821,Sun 8/29,China,107012,0,4848
822,Sun 8/29,Colombia,4905258,0,124811
823,Sun 8/29,Comoros,4062,0,147
824,Sun 8/29,Congo (Brazzaville),13533,0,183
825,Sun 8/29,Congo (Kinshasa),54508,0,1057
826,Sun 8/29,Costa Rica,455784,0,5431
827,Sun 8/29,Cote d'Ivoire,55108,0,430
828,Sun 8/29,Croatia,373191,0,8325
829,Sun 8/29,Cuba,640438,0,5144
830,Sun 8/29,Cyprus,114791,0,506
831,Sun 8/29,Czechia,1678862,0,30402
832,Sun 8/29,Denmark,345421,0,2582
833,Sun 8/29,Diamond Princess,712,0,13
834,Sun 8/29,Djibouti,11741,0,157
835,Sun 8/29,Dominica,1638,0,4
836,Sun 8/29,Dominican Republic,349859,0,4007
837,Sun 8/29,Ecuador,501140,0,32232
838,Sun 8/29,Egypt,287899,0,16721
839,Sun 8/29,El Salvador,94060,0,2898
840,Sun 8/29,Equatorial Guinea,9326,0,124
841,Sun 8/29,Eritrea,6640,0,37
842,Sun 8/29,Estonia,141344,0,1289
843,Sun 8/29,Eswatini,42828,0,1081
844,Sun 8/29,Ethiopia,306117,0,4644
845,Sun 8/29,Fiji,46027,0,479
846,Sun 8/29,Finland,126093,0,1024
847,Sun 8/29,France,6827310,0,114627
848,Sun 8/29,Gabon,25819,0,165
849,Sun 8/29,Gambia,9626,0,314
850,Sun 8/29,Georgia,543118,0,7251
851,Sun 8/29,Germany,3940212,0,92146
852,Sun 8/29,Ghana,117636,0,1008
853,Sun 8/29,Greece,581315,0,13636
854,Sun 8/29,Grenada,357,0,1
855,Sun 8/29,Guatemala,465059,0,11858
856,Sun 8/29,Guinea,29209,0,326
857,Sun 8/29,Guinea-Bissau,5766,0,117
858,Sun 8/29,Guyana,25323,0,611
859,Sun 8/29,Haiti,20833,0,584
860,Sun 8/29,Holy See,27,0,0
861,Sun 8/29,Honduras,335398,0,8832
862,Sun 8/29,Hungary,811706,0,30057
863,Sun 8/29,Iceland,10658,0,33
864,Sun 8/29,India,32737939,0,438210
865,Sun 8/29,Indonesia,4073831,0,131923
866,Sun 8/29,Iran,4926964,0,106482
867,Sun 8/29,Iraq,1874435,0,20699
868,Sun 8/29,Ireland,349773,0,5092
869,Sun 8/29,Israel,1051609,0,6989
870,Sun 8/29,Italy,4530246,0,129093
871,Sun 8/29,Jamaica,66663,0,1504
872,Sun 8/29,Japan,1462979,0,15955
873,Sun 8/29,Jordan,795161,0,10383
874,Sun 8/29,Kazakhstan,854842,0,12655
875,Sun 8/29,Kenya,234952,0,4710
876,Sun 8/29,Kiribati,2,0,0
877,Sun 8/29,"Korea, South",250051,0,2284
878,Sun 8/29,Kosovo,142671,0,2457
879,Sun 8/29,Kuwait,409552,0,2417
880,Sun 8/29,Kyrgyzstan,175437,0,2518
881,Sun 8/29,Laos,14641,0,12
882,Sun 8/29,Latvia,142319,0,2573
883,Sun 8/29,Lebanon,600451,0,8044
884,Sun 8/29,Lesotho,14395,0,403
885,Sun 8/29,Liberia,5538,0,245
886,Sun 8/29,Libya,305793,0,4184
887,Sun 8/29,Liechtenstein,3379,0,58
888,Sun 8/29,Lithuania,297777,0,4539
889,Sun 8/29,Luxembourg,75517,0,830
890,Sun 8/29,MS Zaandam,9,0,2
891,Sun 8/29,Madagascar,42862,0,955
892,Sun 8/29,Malawi,60345,0,2161
893,Sun 8/29,Malaysia,1706089,0,16087
894,Sun 8/29,Maldives,80791,0,226
895,Sun 8/29,Mali,14857,0,539
896,Sun 8/29,Malta,36089,0,440
897,Sun 8/29,Marshall Islands,4,0,0
898,Sun 8/29,Mauritania,33309,0,705
899,Sun 8/29,Mauritius,8667,0,27
900,Sun 8/29,Mexico,3335700,0,258165
901,Sun 8/29,Micronesia,1,0,0
902,Sun 8/29,Moldova,266988,0,6394
903,Sun 8/29,Monaco,3183,0,33
904,Sun 8/29,Mongolia,211080,0,931
905,Sun 8/29,Montenegro,114364,0,1716
906,Sun 8/29,Morocco,853373,0,12437
907,Sun 8/29,Mozambique,145863,0,1851
908,Sun 8/29,Namibia,124716,0,3372
909,Sun 8/29,Nepal,759222,0,10714
910,Sun 8/29,Netherlands,1971713,0,18342
911,Sun 8/29,New Zealand,3520,0,26
912,Sun 8/29,Nicaragua,11167,0,199
913,Sun 8/29,Niger,5839,0,198
914,Sun 8/29,Nigeria,191345,0,2454
915,Sun 8/29,North Macedonia,175330,0,5869
916,Sun 8/29,Norway,157040,0,814
917,Sun 8/29,Oman,302132,0,4057
918,Sun 8/29,Pakistan,1156281,0,25670
919,Sun 8/29,Palau,2,0,0
920,Sun 8/29,Panama,456666,0,7046
921,Sun 8/29,Papua New Guinea,17838,0,192
922,Sun 8/29,Paraguay,458404,0,15723
923,Sun 8/29,Peru,2147285,0,198115
924,Sun 8/29,Philippines,1954023,0,33109
925,Sun 8/29,Poland,2888231,0,75340
926,Sun 8/29,Portugal,1034947,0,17721
927,Sun 8/29,Qatar,232366,0,602
928,Sun 8/29,Romania,1096753,0,34528
929,Sun 8/29,Russia,6785465,0,178457
930,Sun 8/29,Rwanda,86613,0,1079
931,Sun 8/29,Saint Kitts and Nevis,1053,0,3
932,Sun 8/29,Saint Lucia,8111,0,103
933,Sun 8/29,Saint Vincent and the Grenadines,2331,0,12
934,Sun 8/29,Samoa,3,0,0
935,Sun 8/29,San Marino,5314,0,90
936,Sun 8/29,Sao Tome and Principe,2590,0,37
937,Sun 8/29,Saudi Arabia,543318,0,8512
938,Sun 8/29,Senegal,72709,0,1749
939,Sun 8/29,Serbia,757617,0,7266
940,Sun 8/29,Seychelles,19910,0,102
941,Sun 8/29,Sierra Leone,6363,0,121
942,Sun 8/29,Singapore,67171,0,55
943,Sun 8/29,Slovakia,779460,0,12548
944,Sun 8/29,Slovenia,266514,0,4448
945,Sun 8/29,Solomon Islands,20,0,0
946,Sun 8/29,Somalia,17302,0,963
947,Sun 8/29,South Africa,2764931,0,81595
948,Sun 8/29,South Sudan,11403,0,120
949,Sun 8/29,Spain,4831809,0,84000
950,Sun 8/29,Sri Lanka,426169,0,8775
951,Sun 8/29,Sudan,37699,0,2831
952,Sun 8/29,Summer Olympics 2020,777,0,0
953,Sun 8/29,Suriname,28840,0,715
954,Sun 8/29,Sweden,1123413,0,14685
955,Sun 8/29,Switzerland,770765,0,10883
956,Sun 8/29,Syria,27654,0,2003
957,Sun 8/29,Taiwan*,15983,0,834
958,Sun 8/29,Tajikistan,17178,0,125
959,Sun 8/29,Tanzania,1367,0,50
960,Sun 8/29,Thailand,1174091,0,11143
961,Sun 8/29,Timor-Leste,16402,0,62
962,Sun 8/29,Togo,21181,0,180
963,Sun 8/29,Tonga,0,0,0
964,Sun 8/29,Trinidad and Tobago,44481,0,1278
965,Sun 8/29,Tunisia,660587,0,23369
966,Sun 8/29,Turkey,6346881,0,56213
967,Sun 8/29,US,38957580,0,637702
968,Sun 8/29,Uganda,119732,0,2991
969,Sun 8/29,Ukraine,2381553,0,56900
970,Sun 8/29,United Arab Emirates,716381,0,2038
971,Sun 8/29,United Kingdom,6762904,0,132760
972,Sun 8/29,Uruguay,384692,0,6029
973,Sun 8/29,Uzbekistan,154844,0,1070
974,Sun 8/29,Vanuatu,4,0,1
975,Sun 8/29,Venezuela,333125,0,3998
976,Sun 8/29,Vietnam,435265,0,10749
977,Sun 8/29,West Bank and Gaza,337405,0,3672
978,Sun 8/29,Yemen,7784,0,1461
979,Sun 8/29,Zambia,206051,0,3596
980,Sun 8/29,Zimbabwe,124437,0,4401
981,Sun 9/5,Afghanistan,153423,0,7132
982,Sun 9/5,Albania,150997,0,2515
983,Sun 9/5,Algeria,198004,0,5420
984,Sun 9/5,Andorra,15055,0,130
985,Sun 9/5,Angola,48656,0,1270
986,Sun 9/5,Antigua and Barbuda,1870,0,46
987,Sun 9/5,Argentina,5203802,0,112511
988,Sun 9/5,Armenia,245025,0,4911
989,Sun 9/5,Australia,63155,0,1044
990,Sun 9/5,Austria,696905,0,10793
991,Sun 9/5,Azerbaijan,442872,0,5842
992,Sun 9/5,Bahamas,18694,0,412
993,Sun 9/5,Bahrain,273008,0,1388
994,Sun 9/5,Bangladesh,1514456,0,26563
995,Sun 9/5,Barbados,5349,0,51
996,Sun 9/5,Belarus,490926,0,3837
997,Sun 9/5,Belgium,1192008,0,25397
998,Sun 9/5,Belize,16750,0,363
999,Sun 9/5,Benin,16946,0,135
1000,Sun 9/5,Bhutan,2596,0,3
1001,Sun 9/5,Bolivia,492680,0,18512
1002,Sun 9/5,Bosnia and Herzegovina,216124,0,9862
1003,Sun 9/5,Botswana,159317,0,2276
1004,Sun 9/5,Brazil,20894557,0,583892
1005,Sun 9/5,Brunei,3093,0,12
1006,Sun 9/5,Bulgaria,462033,0,19115
1007,Sun 9/5,Burkina Faso,13841,0,171
1008,Sun 9/5,Burma,415416,0,15891
1009,Sun 9/5,Burundi,12585,0,38
1010,Sun 9/5,Cabo Verde,35928,0,315
1011,Sun 9/5,Cambodia,95300,0,1957
1012,Sun 9/5,Cameroon,84210,0,1357
1013,Sun 9/5,Canada,1522643,0,27072
1014,Sun 9/5,Central African Republic,11296,0,100
1015,Sun 9/5,Chad,4996,0,174
1016,Sun 9/5,Chile,1641091,0,37090
1017,Sun 9/5,China,107212,0,4848
1018,Sun 9/5,Colombia,4918649,0,125278
1019,Sun 9/5,Comoros,4086,0,147
1020,Sun 9/5,Congo (Brazzaville),13588,0,183
1021,Sun 9/5,Congo (Kinshasa),55307,0,1061
1022,Sun 9/5,Costa Rica,472315,0,5568
1023,Sun 9/5,Cote d'Ivoire,56855,0,467
1024,Sun 9/5,Croatia,377838,0,8370
1025,Sun 9/5,Cuba,689674,0,5703
1026,Sun 9/5,Cyprus,116621,0,522
1027,Sun 9/5,Czechia,1680559,0,30406
1028,Sun 9/5,Denmark,350347,0,2592
1029,Sun 9/5,Diamond Princess,712,0,13
1030,Sun 9/5,Djibouti,11777,0,157
1031,Sun 9/5,Dominica,1832,0,4
1032,Sun 9/5,Dominican Republic,351738,0,4012
1033,Sun 9/5,Ecuador,503767,0,32351
1034,Sun 9/5,Egypt,290027,0,16789
1035,Sun 9/5,El Salvador,96067,0,2961
1036,Sun 9/5,Equatorial Guinea,9760,0,128
1037,Sun 9/5,Eritrea,6648,0,38
1038,Sun 9/5,Estonia,143788,0,1301
1039,Sun 9/5,Eswatini,44176,0,1145
1040,Sun 9/5,Ethiopia,314984,0,4763
1041,Sun 9/5,Fiji,47865,0,508
1042,Sun 9/5,Finland,130102,0,1039
1043,Sun 9/5,France,6921275,0,115401
1044,Sun 9/5,Gabon,26079,0,167
1045,Sun 9/5,Gambia,9736,0,323
1046,Sun 9/5,Georgia,564837,0,7806
1047,Sun 9/5,Germany,4013808,0,92360
1048,Sun 9/5,Ghana,120452,0,1052
1049,Sun 9/5,Greece,599951,0,13886
1050,Sun 9/5,Grenada,1238,0,5
1051,Sun 9/5,Guatemala,487898,0,12265
1052,Sun 9/5,Guinea,29842,0,352
1053,Sun 9/5,Guinea-Bissau,5902,0,121
1054,Sun 9/5,Guyana,26510,0,641
1055,Sun 9/5,Haiti,20977,0,586
1056,Sun 9/5,Holy See,27,0,0
1057,Sun 9/5,Honduras,343807,0,9023
1058,Sun 9/5,Hungary,813040,0,30061
1059,Sun 9/5,Iceland,11032,0,33
1060,Sun 9/5,India,33027621,0,440752
1061,Sun 9/5,Indonesia,4129020,0,135861
1062,Sun 9/5,Iran,5129407,0,110674
1063,Sun 9/5,Iraq,1917292,0,21100
1064,Sun 9/5,Ireland,356819,0,5112
1065,Sun 9/5,Israel,1117596,0,7205
1066,Sun 9/5,Italy,4571440,0,129515
1067,Sun 9/5,Jamaica,71344,0,1619
1068,Sun 9/5,Japan,1578258,0,16356
1069,Sun 9/5,Jordan,801288,0,10471
1070,Sun 9/5,Kazakhstan,888188,0,13732
1071,Sun 9/5,Kenya,240172,0,4786
1072,Sun 9/5,Kiribati,2,0,0
1073,Sun 9/5,"Korea, South",261778,0,2327
1074,Sun 9/5,Kosovo,152169,0,2629
1075,Sun 9/5,Kuwait,410342,0,2424
1076,Sun 9/5,Kyrgyzstan,176473,0,2550
1077,Sun 9/5,Laos,15933,0,16
1078,Sun 9/5,Latvia,144518,0,2585
1079,Sun 9/5,Lebanon,607400,0,8101
1080,Sun 9/5,Lesotho,14395,0,403
1081,Sun 9/5,Liberia,5727,0,245
1082,Sun 9/5,Libya,315418,0,4323
1083,Sun 9/5,Liechtenstein,3443,0,58
1084,Sun 9/5,Lithuania,302624,0,4607
1085,Sun 9/5,Luxembourg,76102,0,830
1086,Sun 9/5,MS Zaandam,9,0,2
1087,Sun 9/5,Madagascar,42884,0,957
1088,Sun 9/5,Malawi,60821,0,2210
1089,Sun 9/5,Malaysia,1844835,0,18219
1090,Sun 9/5,Maldives,81979,0,226
1091,Sun 9/5,Mali,14939,0,542
1092,Sun 9/5,Malta,36475,0,444
1093,Sun 9/5,Marshall Islands,4,0,0
1094,Sun 9/5,Mauritania,34204,0,733
1095,Sun 9/5,Mauritius,11181,0,31
1096,Sun 9/5,Mexico,3428384,0,263140
1097,Sun 9/5,Micronesia,1,0,0
1098,Sun 9/5,Moldova,270219,0,6436
1099,Sun 9/5,Monaco,3234,0,33
1100,Sun 9/5,Mongolia,236079,0,968
1101,Sun 9/5,Montenegro,118104,0,1757
1102,Sun 9/5,Morocco,884085,0,13073
1103,Sun 9/5,Mozambique,147923,0,1878
1104,Sun 9/5,Namibia,125610,0,3412
1105,Sun 9/5,Nepal,769271,0,10838
1106,Sun 9/5,Netherlands,1990176,0,18410
1107,Sun 9/5,New Zealand,3793,0,27
1108,Sun 9/5,Nicaragua,11735,0,200
1109,Sun 9/5,Niger,5882,0,199
1110,Sun 9/5,Nigeria,195511,0,2552
1111,Sun 9/5,North Macedonia,180045,0,6065
1112,Sun 9/5,Norway,167265,0,822
1113,Sun 9/5,Oman,302668,0,4075
1114,Sun 9/5,Pakistan,1182918,0,26232
1115,Sun 9/5,Palau,2,0,0
1116,Sun 9/5,Panama,459844,0,7086
1117,Sun 9/5,Papua New Guinea,17926,0,192
1118,Sun 9/5,Paraguay,458884,0,15995
1119,Sun 9/5,Peru,2155034,0,198488
1120,Sun 9/5,Philippines,2080984,0,34234
1121,Sun 9/5,Poland,2890484,0,75379
1122,Sun 9/5,Portugal,1047047,0,17798
1123,Sun 9/5,Qatar,233567,0,602
1124,Sun 9/5,Romania,1106008,0,34689
1125,Sun 9/5,Russia,6912375,0,183896
1126,Sun 9/5,Rwanda,89768,0,1124
1127,Sun 9/5,Saint Kitts and Nevis,1148,0,4
1128,Sun 9/5,Saint Lucia,9149,0,116
1129,Sun 9/5,Saint Vincent and the Grenadines,2371,0,12
1130,Sun 9/5,Samoa,3,0,0
1131,Sun 9/5,San Marino,5345,0,90
1132,Sun 9/5,Sao Tome and Principe,2683,0,37
1133,Sun 9/5,Saudi Arabia,545243,0,8579
1134,Sun 9/5,Senegal,73188,0,1803
1135,Sun 9/5,Serbia,779723,0,7379
1136,Sun 9/5,Seychelles,20230,0,103
1137,Sun 9/5,Sierra Leone,6374,0,121
1138,Sun 9/5,Singapore,68660,0,55
1139,Sun 9/5,Slovakia,781455,0,12549
1140,Sun 9/5,Slovenia,270307,0,4455
1141,Sun 9/5,Solomon Islands,20,0,0
1142,Sun 9/5,Somalia,17832,0,1002
1143,Sun 9/5,South Africa,2819945,0,83419
1144,Sun 9/5,South Sudan,11500,0,120
1145,Sun 9/5,Spain,4877755,0,84795
1146,Sun 9/5,Sri Lanka,462767,0,10140
1147,Sun 9/5,Sudan,37886,0,2837
1148,Sun 9/5,Summer Olympics 2020,849,0,0
1149,Sun 9/5,Suriname,30855,0,738
1150,Sun 9/5,Sweden,1130525,0,14692
1151,Sun 9/5,Switzerland,785696,0,10927
1152,Sun 9/5,Syria,28543,0,2039
1153,Sun 9/5,Taiwan*,16019,0,837
1154,Sun 9/5,Tajikistan,17313,0,125
1155,Sun 9/5,Tanzania,1367,0,50
1156,Sun 9/5,Thailand,1280534,0,12855
1157,Sun 9/5,Timor-Leste,17618,0,80
1158,Sun 9/5,Togo,22562,0,196
1159,Sun 9/5,Tonga,0,0,0
1160,Sun 9/5,Trinidad and Tobago,45714,0,1330
1161,Sun 9/5,Tunisia,674047,0,23817
1162,Sun 9/5,Turkey,6498054,0,58106
1163,Sun 9/5,US,40116664,0,648864
1164,Sun 9/5,Uganda,120581,0,3045
1165,Sun 9/5,Ukraine,2397758,0,57287
1166,Sun 9/5,United Arab Emirates,723263,0,2046
1167,Sun 9/5,United Kingdom,7010540,0,133553
1168,Sun 9/5,Uruguay,385660,0,6034
