id,Date,State,Total Confirmed Cases,Total Deaths
633,Wed 10/19,Indiana,1933102,24816
634,Wed 10/19,Iowa,861010,10153
635,Wed 10/19,Kansas,886124,9615
636,Wed 10/19,Kentucky,1606537,17191
637,Wed 10/19,Louisiana,1459866,18138
638,Wed 10/19,Maine,294893,2629
639,Wed 10/19,Maryland,1262107,15497
640,Wed 10/19,Massachusetts,2069848,21841
641,Wed 10/19,Michigan,2874009,39092
642,Wed 10/19,Minnesota,1676151,13738
643,Wed 10/19,Mississippi,930438,12945
644,Wed 10/19,Missouri,1678111,21791
645,Wed 10/19,Montana,313126,3566
646,Wed 10/19,Nebraska,540345,4559
647,Wed 10/19,Nevada,850204,11544
648,Wed 10/19,New Hampshire,354923,2725
649,Wed 10/19,New Jersey,2775804,34851
650,Wed 10/19,New Mexico,623531,8609
651,Wed 10/19,New York,6188598,71589
652,Wed 10/19,North Carolina,3220858,26895
653,Wed 10/19,North Dakota,271085,2434
654,Wed 10/19,Northern Mariana Islands,13171,40
655,Wed 10/19,Ohio,3162278,40037
656,Wed 10/19,Oklahoma,1205519,14924
657,Wed 10/19,Oregon,905882,8645
658,Wed 10/19,Pennsylvania,3291589,47582
659,Wed 10/19,Puerto Rico,1003619,5220
660,Wed 10/19,Rhode Island,428874,3681
661,Wed 10/19,South Carolina,1718600,18527
662,Wed 10/19,South Dakota,263468,3049
663,Wed 10/19,Tennessee,2293313,27735
664,Wed 10/19,Texas,7906550,91182
665,Wed 10/19,Utah,1041933,5034
666,Wed 10/19,Vermont,144346,734
667,Wed 10/19,Virgin Islands,23276,123
668,Wed 10/19,Virginia,2107801,22077
669,Wed 10/19,Washington,1830765,14525
670,Wed 10/19,West Virginia,605322,7479
671,Wed 10/19,Wisconsin,1885525,15379
672,Wed 10/19,Wyoming,178032,1906
673,Thu 10/20,Alabama,1531305,20533
674,Thu 10/20,Alaska,298095,1350
675,Thu 10/20,American Samoa,8251,34
676,Thu 10/20,Arizona,2283073,31514
677,Thu 10/20,Arkansas,957218,12408
678,Thu 10/20,California,11337782,96697
679,Thu 10/20,Colorado,1674460,13588
680,Thu 10/20,Connecticut,908015,11423
681,Thu 10/20,Delaware,311850,3136
682,Thu 10/20,District of Columbia,169149,1392
683,Thu 10/20,Florida,7145833,82065
684,Thu 10/20,Georgia,2832383,38986
685,Thu 10/20,Guam,59672,402
686,Thu 10/20,Hawaii,351768,1699
687,Thu 10/20,Idaho,498928,5206
688,Thu 10/20,Illinois,3799931,39891
689,Thu 10/20,Indiana,1933102,24816
690,Thu 10/20,Iowa,861010,10153
691,Thu 10/20,Kansas,886124,9615
692,Thu 10/20,Kentucky,1606537,17191
693,Thu 10/20,Louisiana,1459866,18138
694,Thu 10/20,Maine,295242,2630
695,Thu 10/20,Maryland,1262864,15499
696,Thu 10/20,Massachusetts,2078225,21923
697,Thu 10/20,Michigan,2874009,39092
698,Thu 10/20,Minnesota,1680916,13786
699,Thu 10/20,Mississippi,930438,12945
700,Thu 10/20,Missouri,1679141,21794
701,Thu 10/20,Montana,313126,3566
702,Thu 10/20,Nebraska,540345,4559
703,Thu 10/20,Nevada,850204,11544
704,Thu 10/20,New Hampshire,355166,2728
705,Thu 10/20,New Jersey,2777968,34858
706,Thu 10/20,New Mexico,623982,8613
707,Thu 10/20,New York,6193728,71623
708,Thu 10/20,North Carolina,3220858,26895
709,Thu 10/20,North Dakota,271085,2434
710,Thu 10/20,Northern Mariana Islands,13171,40
711,Thu 10/20,Ohio,3173375,40111
712,Thu 10/20,Oklahoma,1205519,14943
713,Thu 10/20,Oregon,905882,8645
714,Thu 10/20,Pennsylvania,3291589,47582
715,Thu 10/20,Puerto Rico,1003619,5229
716,Thu 10/20,Rhode Island,430636,3686
717,Thu 10/20,South Carolina,1718600,18527
718,Thu 10/20,South Dakota,263468,3049
719,Thu 10/20,Tennessee,2293313,27735
720,Thu 10/20,Texas,7906908,91182
721,Thu 10/20,Utah,1041933,5034
722,Thu 10/20,Vermont,144346,734
723,Thu 10/20,Virgin Islands,23279,123
724,Thu 10/20,Virginia,2108967,22091
725,Thu 10/20,Washington,1830825,14527
726,Thu 10/20,West Virginia,605577,7487
727,Thu 10/20,Wisconsin,1886807,15384
728,Thu 10/20,Wyoming,178032,1906
729,Fri 10/21,Alabama,1531305,20533
730,Fri 10/21,Alaska,298095,1350
731,Fri 10/21,American Samoa,8251,34
732,Fri 10/21,Arizona,2283073,31514
733,Fri 10/21,Arkansas,957541,12416
734,Fri 10/21,California,11338846,96712
735,Fri 10/21,Colorado,1675374,13592
736,Fri 10/21,Connecticut,908510,11424
737,Fri 10/21,Delaware,312019,3136
738,Fri 10/21,District of Columbia,169436,1392
739,Fri 10/21,Florida,7149300,82176
740,Fri 10/21,Georgia,2832383,38986
741,Fri 10/21,Guam,59672,402
742,Fri 10/21,Hawaii,351768,1699
743,Fri 10/21,Idaho,498936,5206
744,Fri 10/21,Illinois,3802785,39899
745,Fri 10/21,Indiana,1933102,24864
746,Fri 10/21,Iowa,861010,10153
747,Fri 10/21,Kansas,886137,9624
748,Fri 10/21,Kentucky,1606537,17191
749,Fri 10/21,Louisiana,1459866,18138
750,Fri 10/21,Maine,295519,2634
751,Fri 10/21,Maryland,1263553,15506
752,Fri 10/21,Massachusetts,2078225,21923
753,Fri 10/21,Michigan,2874009,39092
754,Fri 10/21,Minnesota,1680916,13786
755,Fri 10/21,Mississippi,931707,12965
756,Fri 10/21,Missouri,1682560,21835
757,Fri 10/21,Montana,313969,3569
758,Fri 10/21,Nebraska,540345,4559
759,Fri 10/21,Nevada,850204,11544
760,Fri 10/21,New Hampshire,355434,2731
761,Fri 10/21,New Jersey,2780053,34864
762,Fri 10/21,New Mexico,624419,8622
763,Fri 10/21,New York,6198574,71840
764,Fri 10/21,North Carolina,3220858,26895
765,Fri 10/21,North Dakota,271913,2434
766,Fri 10/21,Northern Mariana Islands,13171,40
767,Fri 10/21,Ohio,3173375,40111
768,Fri 10/21,Oklahoma,1205519,14943
769,Fri 10/21,Oregon,905882,8645
770,Fri 10/21,Pennsylvania,3291589,47582
771,Fri 10/21,Puerto Rico,1003619,5232
772,Fri 10/21,Rhode Island,430636,3686
773,Fri 10/21,South Carolina,1718600,18527
774,Fri 10/21,South Dakota,263468,3049
775,Fri 10/21,Tennessee,2293313,27735
776,Fri 10/21,Texas,7910070,91227
777,Fri 10/21,Utah,1043639,5047
778,Fri 10/21,Vermont,144346,734
779,Fri 10/21,Virgin Islands,23283,123
780,Fri 10/21,Virginia,2110071,22108
781,Fri 10/21,Washington,1832792,14549
782,Fri 10/21,West Virginia,605830,7487
783,Fri 10/21,Wisconsin,1888018,15398
784,Fri 10/21,Wyoming,178032,1906
785,Sat 10/22,Alabama,1531305,20533
786,Sat 10/22,Alaska,298095,1350
787,Sat 10/22,American Samoa,8251,34
788,Sat 10/22,Arizona,2283073,31514
789,Sat 10/22,Arkansas,957818,12425
790,Sat 10/22,California,11338846,96712
791,Sat 10/22,Colorado,1675374,13592
792,Sat 10/22,Connecticut,908510,11424
793,Sat 10/22,Delaware,312019,3136
794,Sat 10/22,District of Columbia,169436,1392
795,Sat 10/22,Florida,7149300,82176
796,Sat 10/22,Georgia,2832383,38986
797,Sat 10/22,Guam,59672,402
798,Sat 10/22,Hawaii,351768,1699
799,Sat 10/22,Idaho,498936,5206
800,Sat 10/22,Illinois,3802785,39899
801,Sat 10/22,Indiana,1933102,24864
802,Sat 10/22,Iowa,861010,10153
803,Sat 10/22,Kansas,886137,9624
804,Sat 10/22,Kentucky,1606537,17191
805,Sat 10/22,Louisiana,1459866,18138
806,Sat 10/22,Maine,295766,2635
807,Sat 10/22,Maryland,1263553,15506
808,Sat 10/22,Massachusetts,2078225,21923
809,Sat 10/22,Michigan,2874009,39092
810,Sat 10/22,Minnesota,1680916,13786
811,Sat 10/22,Mississippi,931707,12965
812,Sat 10/22,Missouri,1682560,21835
813,Sat 10/22,Montana,313969,3569
814,Sat 10/22,Nebraska,540345,4559
815,Sat 10/22,Nevada,850204,11544
816,Sat 10/22,New Hampshire,355434,2731
817,Sat 10/22,New Jersey,2780053,34864
818,Sat 10/22,New Mexico,624419,8622
819,Sat 10/22,New York,6200626,71840
820,Sat 10/22,North Carolina,3220858,26895
821,Sat 10/22,North Dakota,271913,2434
822,Sat 10/22,Northern Mariana Islands,13171,40
823,Sat 10/22,Ohio,3173375,40111
824,Sat 10/22,Oklahoma,1205519,14943
825,Sat 10/22,Oregon,905882,8645
826,Sat 10/22,Pennsylvania,3291589,47582
827,Sat 10/22,Puerto Rico,1003619,5232
828,Sat 10/22,Rhode Island,430636,3686
829,Sat 10/22,South Carolina,1718600,18527
830,Sat 10/22,South Dakota,263468,3049
831,Sat 10/22,Tennessee,2293313,27735
832,Sat 10/22,Texas,7910070,91227
833,Sat 10/22,Utah,1043639,5047
834,Sat 10/22,Vermont,144346,734
835,Sat 10/22,Virgin Islands,23283,123
836,Sat 10/22,Virginia,2110071,22108
837,Sat 10/22,Washington,1832792,14549
838,Sat 10/22,West Virginia,605830,7487
839,Sat 10/22,Wisconsin,1888018,15398
840,Sat 10/22,Wyoming,178032,1906
841,Sun 10/23,Alabama,1531305,20533
842,Sun 10/23,Alaska,298095,1350
843,Sun 10/23,American Samoa,8251,34
844,Sun 10/23,Arizona,2283073,31514
845,Sun 10/23,Arkansas,957914,12425
846,Sun 10/23,California,11338846,96712
847,Sun 10/23,Colorado,1675374,13592
848,Sun 10/23,Connecticut,908510,11424
849,Sun 10/23,Delaware,312019,3136
850,Sun 10/23,District of Columbia,169436,1392
851,Sun 10/23,Florida,7149300,82176
852,Sun 10/23,Georgia,2832383,38986
853,Sun 10/23,Guam,59672,402
854,Sun 10/23,Hawaii,351768,1699
855,Sun 10/23,Idaho,498936,5206
856,Sun 10/23,Illinois,3802785,39899
857,Sun 10/23,Indiana,1933102,24864
858,Sun 10/23,Iowa,861010,10153
859,Sun 10/23,Kansas,886137,9624
860,Sun 10/23,Kentucky,1606537,17191
861,Sun 10/23,Louisiana,1459866,18138
862,Sun 10/23,Maine,295766,2635
863,Sun 10/23,Maryland,1263553,15506
864,Sun 10/23,Massachusetts,2078225,21923
865,Sun 10/23,Michigan,2874009,39092
866,Sun 10/23,Minnesota,1680916,13786
867,Sun 10/23,Mississippi,931707,12965
868,Sun 10/23,Missouri,1682560,21835
869,Sun 10/23,Montana,313969,3569
870,Sun 10/23,Nebraska,540345,4559
871,Sun 10/23,Nevada,850204,11544
872,Sun 10/23,New Hampshire,355434,2731
873,Sun 10/23,New Jersey,2780491,34864
874,Sun 10/23,New Mexico,624419,8622
875,Sun 10/23,New York,6202365,71840
876,Sun 10/23,North Carolina,3220858,26895
877,Sun 10/23,North Dakota,271913,2434
878,Sun 10/23,Northern Mariana Islands,13171,40
879,Sun 10/23,Ohio,3173375,40111
880,Sun 10/23,Oklahoma,1205519,14943
881,Sun 10/23,Oregon,905882,8645
882,Sun 10/23,Pennsylvania,3291589,47582
883,Sun 10/23,Puerto Rico,1008321,5233
884,Sun 10/23,Rhode Island,430636,3686
885,Sun 10/23,South Carolina,1718600,18527
886,Sun 10/23,South Dakota,263468,3049
887,Sun 10/23,Tennessee,2293313,27735
888,Sun 10/23,Texas,7910070,91227
889,Sun 10/23,Utah,1043639,5047
890,Sun 10/23,Vermont,144346,734
891,Sun 10/23,Virgin Islands,23283,123
892,Sun 10/23,Virginia,2110071,22108
893,Sun 10/23,Washington,1832792,14549
894,Sun 10/23,West Virginia,605830,7487
895,Sun 10/23,Wisconsin,1888018,15398
896,Sun 10/23,Wyoming,178032,1906
897,Mon 10/24,Alabama,1531305,20533
898,Mon 10/24,Alaska,298095,1350
899,Mon 10/24,American Samoa,8251,34
900,Mon 10/24,Arizona,2283073,31514
901,Mon 10/24,Arkansas,958051,12426
902,Mon 10/24,California,11343021,96738
903,Mon 10/24,Colorado,1676838,13596
904,Mon 10/24,Connecticut,909382,11424
905,Mon 10/24,Delaware,312430,3136
906,Mon 10/24,District of Columbia,169436,1392
907,Mon 10/24,Florida,7149300,82176
908,Mon 10/24,Georgia,2832383,38986
909,Mon 10/24,Guam,59720,402
910,Mon 10/24,Hawaii,351768,1699
911,Mon 10/24,Idaho,498945,5206
912,Mon 10/24,Illinois,3807105,39916
913,Mon 10/24,Indiana,1933102,24864
914,Mon 10/24,Iowa,861010,10153
915,Mon 10/24,Kansas,886137,9624
916,Mon 10/24,Kentucky,1611523,17261
917,Mon 10/24,Louisiana,1459866,18138
918,Mon 10/24,Maine,295766,2635
919,Mon 10/24,Maryland,1264229,15513
920,Mon 10/24,Massachusetts,2078225,21923
921,Mon 10/24,Michigan,2874009,39092
922,Mon 10/24,Minnesota,1680916,13786
923,Mon 10/24,Mississippi,931707,12965
924,Mon 10/24,Missouri,1682999,21844
925,Mon 10/24,Montana,314068,3569
926,Mon 10/24,Nebraska,540345,4559
927,Mon 10/24,Nevada,850204,11544
928,Mon 10/24,New Hampshire,355931,2732
929,Mon 10/24,New Jersey,2783748,34869
930,Mon 10/24,New Mexico,625238,8623
931,Mon 10/24,New York,6210099,71874
932,Mon 10/24,North Carolina,3220858,26895
933,Mon 10/24,North Dakota,271913,2434
934,Mon 10/24,Northern Mariana Islands,13171,40
935,Mon 10/24,Ohio,3173375,40111
936,Mon 10/24,Oklahoma,1205519,14943
937,Mon 10/24,Oregon,905882,8645
938,Mon 10/24,Pennsylvania,3293037,47582
939,Mon 10/24,Puerto Rico,1008950,5234
940,Mon 10/24,Rhode Island,430636,3686
941,Mon 10/24,South Carolina,1718600,18527
942,Mon 10/24,South Dakota,263468,3049
943,Mon 10/24,Tennessee,2293313,27735
944,Mon 10/24,Texas,7913555,91256
945,Mon 10/24,Utah,1043639,5047
946,Mon 10/24,Vermont,144346,734
947,Mon 10/24,Virgin Islands,23283,123
948,Mon 10/24,Virginia,2112539,22118
949,Mon 10/24,Washington,1834047,14561
950,Mon 10/24,West Virginia,606394,7493
951,Mon 10/24,Wisconsin,1888018,15398
952,Mon 10/24,Wyoming,178032,1906
953,Tue 10/25,Alabama,1531305,20533
954,Tue 10/25,Alaska,298095,1350
955,Tue 10/25,American Samoa,8251,34
956,Tue 10/25,Arizona,2283073,31514
957,Tue 10/25,Arkansas,958370,12439
958,Tue 10/25,California,11344103,96747
959,Tue 10/25,Colorado,1677845,13601
960,Tue 10/25,Connecticut,909866,11448
961,Tue 10/25,Delaware,312517,3136
962,Tue 10/25,District of Columbia,169436,1392
963,Tue 10/25,Florida,7149300,82176
964,Tue 10/25,Georgia,2832383,38986
965,Tue 10/25,Guam,59720,402
966,Tue 10/25,Hawaii,351768,1699
967,Tue 10/25,Idaho,498948,5207
968,Tue 10/25,Illinois,3809042,39930
969,Tue 10/25,Indiana,1933102,24864
970,Tue 10/25,Iowa,861010,10153
971,Tue 10/25,Kansas,886137,9624
972,Tue 10/25,Kentucky,1611523,17261
973,Tue 10/25,Louisiana,1459866,18138
974,Tue 10/25,Maine,296255,2638
975,Tue 10/25,Maryland,1265630,15530
976,Tue 10/25,Massachusetts,2078225,21923
977,Tue 10/25,Michigan,2877509,39199
978,Tue 10/25,Minnesota,1680916,13786
979,Tue 10/25,Mississippi,931707,12965
980,Tue 10/25,Missouri,1683350,21844
981,Tue 10/25,Montana,314068,3569
982,Tue 10/25,Nebraska,540345,4559
983,Tue 10/25,Nevada,850204,11544
984,Tue 10/25,New Hampshire,356067,2733
985,Tue 10/25,New Jersey,2785472,34871
986,Tue 10/25,New Mexico,625654,8624
987,Tue 10/25,New York,6213286,71937
988,Tue 10/25,North Carolina,3220858,26895
989,Tue 10/25,North Dakota,271913,2434
990,Tue 10/25,Northern Mariana Islands,13171,40
991,Tue 10/25,Ohio,3173375,40111
992,Tue 10/25,Oklahoma,1205519,14943
993,Tue 10/25,Oregon,905882,8645
994,Tue 10/25,Pennsylvania,3293037,47582
995,Tue 10/25,Puerto Rico,1009359,5241
996,Tue 10/25,Rhode Island,430636,3686
997,Tue 10/25,South Carolina,1721693,18578
998,Tue 10/25,South Dakota,263468,3049
999,Tue 10/25,Tennessee,2293313,27735
1000,Tue 10/25,Texas,7914008,91260
1001,Tue 10/25,Utah,1043639,5047
1002,Tue 10/25,Vermont,144346,734
1003,Tue 10/25,Virgin Islands,23305,123
1004,Tue 10/25,Virginia,2113552,22138
1005,Tue 10/25,Washington,1834305,14572
1006,Tue 10/25,West Virginia,606615,7502
1007,Tue 10/25,Wisconsin,1891670,15414
1008,Tue 10/25,Wyoming,178444,1908
1009,Wed 10/26,Alabama,1531305,20533
1010,Wed 10/26,Alaska,298479,1369
1011,Wed 10/26,American Samoa,8251,34
1012,Wed 10/26,Arizona,2287886,31548
1013,Wed 10/26,Arkansas,958675,12452
1014,Wed 10/26,California,11345366,96780
1015,Wed 10/26,Colorado,1678736,13606
1016,Wed 10/26,Connecticut,910367,11448
1017,Wed 10/26,Delaware,312655,3136
1018,Wed 10/26,District of Columbia,169436,1392
1019,Wed 10/26,Florida,7149300,82176
1020,Wed 10/26,Georgia,2835571,39057
1021,Wed 10/26,Guam,59720,402
1022,Wed 10/26,Hawaii,353081,1701
1023,Wed 10/26,Idaho,499941,5219
1024,Wed 10/26,Illinois,3811411,39947
1025,Wed 10/26,Indiana,1937565,24864
1026,Wed 10/26,Iowa,862925,10177
1027,Wed 10/26,Kansas,888315,9628
1028,Wed 10/26,Kentucky,1611523,17261
1029,Wed 10/26,Louisiana,1461433,18168
1030,Wed 10/26,Maine,296507,2641
1031,Wed 10/26,Maryland,1266249,15531
1032,Wed 10/26,Massachusetts,2078225,21923
1033,Wed 10/26,Michigan,2877509,39199
1034,Wed 10/26,Minnesota,1680916,13786
1035,Wed 10/26,Mississippi,933065,12968
1036,Wed 10/26,Missouri,1683637,21845
1037,Wed 10/26,Montana,314068,3569
1038,Wed 10/26,Nebraska,540345,4559
1039,Wed 10/26,Nevada,850204,11555
1040,Wed 10/26,New Hampshire,356343,2737
1041,Wed 10/26,New Jersey,2787227,34885
1042,Wed 10/26,New Mexico,626168,8633
1043,Wed 10/26,New York,6217634,72393
1044,Wed 10/26,North Carolina,3237440,26963
1045,Wed 10/26,North Dakota,271913,2434
1046,Wed 10/26,Northern Mariana Islands,13171,40
1047,Wed 10/26,Ohio,3173375,40111
1048,Wed 10/26,Oklahoma,1205519,14943
1049,Wed 10/26,Oregon,908188,8680
1050,Wed 10/26,Pennsylvania,3304816,47705
1051,Wed 10/26,Puerto Rico,1010338,5243
1052,Wed 10/26,Rhode Island,430636,3686
1053,Wed 10/26,South Carolina,1721693,18578
1054,Wed 10/26,South Dakota,264187,3059
1055,Wed 10/26,Tennessee,2298594,27792
1056,Wed 10/26,Texas,7917113,91284
1057,Wed 10/26,Utah,1043639,5047
1058,Wed 10/26,Vermont,144895,740
1059,Wed 10/26,Virgin Islands,23311,124
1060,Wed 10/26,Virginia,2114758,22155
1061,Wed 10/26,Washington,1835348,14585
1062,Wed 10/26,West Virginia,606794,7502
1063,Wed 10/26,Wisconsin,1893061,15417
1064,Wed 10/26,Wyoming,178444,1908
1065,Thu 10/27,Alabama,1534287,20558
1066,Thu 10/27,Alaska,298479,1369
1067,Thu 10/27,American Samoa,8251,34
1068,Thu 10/27,Arizona,2287886,31548
1069,Thu 10/27,Arkansas,959014,12462
1070,Thu 10/27,California,11361181,96928
1071,Thu 10/27,Colorado,1679515,13614
1072,Thu 10/27,Connecticut,910919,11462
1073,Thu 10/27,Delaware,312850,3136
1074,Thu 10/27,District of Columbia,169436,1392
1075,Thu 10/27,Florida,7149300,82176
1076,Thu 10/27,Georgia,2835571,39057
1077,Thu 10/27,Guam,59720,402
1078,Thu 10/27,Hawaii,353081,1701
1079,Thu 10/27,Idaho,499973,5219
1080,Thu 10/27,Illinois,3813025,39968
1081,Thu 10/27,Indiana,1937565,24864
1082,Thu 10/27,Iowa,862925,10177
1083,Thu 10/27,Kansas,888315,9628
1084,Thu 10/27,Kentucky,1611523,17261
1085,Thu 10/27,Louisiana,1461433,18168
1086,Thu 10/27,Maine,296746,2642
1087,Thu 10/27,Maryland,1267155,15539
1088,Thu 10/27,Massachusetts,2086638,22023
1089,Thu 10/27,Michigan,2877509,39199
1090,Thu 10/27,Minnesota,1686048,13825
1091,Thu 10/27,Mississippi,933065,12968
1092,Thu 10/27,Missouri,1683956,21845
1093,Thu 10/27,Montana,314068,3569
1094,Thu 10/27,Nebraska,540345,4559
1095,Thu 10/27,Nevada,850204,11555
1096,Thu 10/27,New Hampshire,356580,2737
1097,Thu 10/27,New Jersey,2789256,34898
1098,Thu 10/27,New Mexico,626714,8635
1099,Thu 10/27,New York,6223314,72424
1100,Thu 10/27,North Carolina,3237440,26963
1101,Thu 10/27,North Dakota,271913,2434
1102,Thu 10/27,Northern Mariana Islands,13171,40
1103,Thu 10/27,Ohio,3185038,40178
1104,Thu 10/27,Oklahoma,1208316,14961
1105,Thu 10/27,Oregon,908188,8680
1106,Thu 10/27,Pennsylvania,3304816,47705
1107,Thu 10/27,Puerto Rico,1011753,5248
1108,Thu 10/27,Rhode Island,432042,3696
1109,Thu 10/27,South Carolina,1721693,18578
1110,Thu 10/27,South Dakota,264187,3059
1111,Thu 10/27,Tennessee,2298594,27792
1112,Thu 10/27,Texas,7917515,91289
1113,Thu 10/27,Utah,1045758,5056
1114,Thu 10/27,Vermont,144895,740
1115,Thu 10/27,Virgin Islands,23311,124
1116,Thu 10/27,Virginia,2116060,22171
1117,Thu 10/27,Washington,1835720,14595
1118,Thu 10/27,West Virginia,607087,7513
1119,Thu 10/27,Wisconsin,1894346,15434
1120,Thu 10/27,Wyoming,178444,1908
1121,Fri 10/28,Alabama,1534287,20558
1122,Fri 10/28,Alaska,298479,1369
1123,Fri 10/28,American Samoa,8257,34
1124,Fri 10/28,Arizona,2287886,31548
1125,Fri 10/28,Arkansas,959296,12475
1126,Fri 10/28,California,11362397,96928
1127,Fri 10/28,Colorado,1680534,13618
1128,Fri 10/28,Connecticut,912055,11463
1129,Fri 10/28,Delaware,312990,3147
1130,Fri 10/28,District of Columbia,169709,1397
1131,Fri 10/28,Florida,7149300,82176
1132,Fri 10/28,Georgia,2835571,39057
1133,Fri 10/28,Guam,59720,402
1134,Fri 10/28,Hawaii,353081,1701
1135,Fri 10/28,Idaho,499980,5220
1136,Fri 10/28,Illinois,3816464,39982
1137,Fri 10/28,Indiana,1937565,24901
1138,Fri 10/28,Iowa,862925,10177
1139,Fri 10/28,Kansas,888322,9632
1140,Fri 10/28,Kentucky,1611523,17261
1141,Fri 10/28,Louisiana,1461433,18168
1142,Fri 10/28,Maine,297021,2644
1143,Fri 10/28,Maryland,1268014,15550
1144,Fri 10/28,Massachusetts,2086638,22023
1145,Fri 10/28,Michigan,2886176,39250
1146,Fri 10/28,Minnesota,1686048,13825
1147,Fri 10/28,Mississippi,933065,12968
1148,Fri 10/28,Missouri,1684195,21847
1149,Fri 10/28,Montana,314743,3574
1150,Fri 10/28,Nebraska,535012,4550
1151,Fri 10/28,Nevada,852961,11555
1152,Fri 10/28,New Hampshire,356867,2745
1153,Fri 10/28,New Jersey,2791469,34905
1154,Fri 10/28,New Mexico,627203,8644
1155,Fri 10/28,New York,6228543,72414
1156,Fri 10/28,North Carolina,3237440,26963
1157,Fri 10/28,North Dakota,272812,2434
1158,Fri 10/28,Northern Mariana Islands,13171,40
1159,Fri 10/28,Ohio,3185038,40178
1160,Fri 10/28,Oklahoma,1208316,14961
1161,Fri 10/28,Oregon,908188,8680
1162,Fri 10/28,Pennsylvania,3304816,47705
1163,Fri 10/28,Puerto Rico,1012950,5252
1164,Fri 10/28,Rhode Island,432042,3696
1165,Fri 10/28,South Carolina,1721693,18578
1166,Fri 10/28,South Dakota,264187,3059
1167,Fri 10/28,Tennessee,2298594,27792
1168,Fri 10/28,Texas,7921604,91310
1169,Fri 10/28,Utah,1045758,5056
1170,Fri 10/28,Vermont,144895,740
1171,Fri 10/28,Virgin Islands,23311,124
1172,Fri 10/28,Virginia,2117608,22189
1173,Fri 10/28,Washington,1835792,14595
1174,Fri 10/28,West Virginia,607366,7514
1175,Fri 10/28,Wisconsin,1895481,15460
1176,Fri 10/28,Wyoming,178444,1908
1177,Sat 10/29,Alabama,1534287,20558
1178,Sat 10/29,Alaska,298479,1369
1179,Sat 10/29,American Samoa,8257,34
1180,Sat 10/29,Arizona,2287886,31548
1181,Sat 10/29,Arkansas,959579,12488
1182,Sat 10/29,California,11362397,96928
1183,Sat 10/29,Colorado,1680534,13618
1184,Sat 10/29,Connecticut,912055,11463
1185,Sat 10/29,Delaware,312990,3147
1186,Sat 10/29,District of Columbia,169709,1397
1187,Sat 10/29,Florida,7149300,82176
1188,Sat 10/29,Georgia,2835571,39057
1189,Sat 10/29,Guam,59720,402
1190,Sat 10/29,Hawaii,353081,1701
1191,Sat 10/29,Idaho,499980,5220
1192,Sat 10/29,Illinois,3816464,39982
1193,Sat 10/29,Indiana,1937565,24901
1194,Sat 10/29,Iowa,862925,10177
1195,Sat 10/29,Kansas,888322,9632
1196,Sat 10/29,Kentucky,1611523,17261
1197,Sat 10/29,Louisiana,1461433,18168
1198,Sat 10/29,Maine,297246,2648
1199,Sat 10/29,Maryland,1268014,15550
1200,Sat 10/29,Massachusetts,2086638,22023
1201,Sat 10/29,Michigan,2886176,39250
1202,Sat 10/29,Minnesota,1686048,13825
1203,Sat 10/29,Mississippi,933065,12968
1204,Sat 10/29,Missouri,1684195,21847
1205,Sat 10/29,Montana,314743,3574
1206,Sat 10/29,Nebraska,535012,4550
1207,Sat 10/29,Nevada,852961,11555
1208,Sat 10/29,New Hampshire,356867,2745
1209,Sat 10/29,New Jersey,2791469,34905
1210,Sat 10/29,New Mexico,627203,8644
1211,Sat 10/29,New York,6230820,72414
1212,Sat 10/29,North Carolina,3237440,26963
1213,Sat 10/29,North Dakota,272812,2434
1214,Sat 10/29,Northern Mariana Islands,13171,40
1215,Sat 10/29,Ohio,3185038,40178
1216,Sat 10/29,Oklahoma,1208316,14961
