id,Date,State,Total Confirmed Cases,Total Deaths
2540,Tue 11/22,Kentucky,1635213,17555
2541,Tue 11/22,Louisiana,1467573,18234
2542,Tue 11/22,Maine,300589,2747
2543,Tue 11/22,Maryland,1283809,15781
2544,Tue 11/22,Massachusetts,2104453,22303
2545,Tue 11/22,Michigan,2929612,39920
2546,Tue 11/22,Minnesota,1701401,13982
2547,Tue 11/22,Mississippi,936814,13047
2548,Tue 11/22,Missouri,1704685,23037
2549,Tue 11/22,Montana,317381,3605
2550,Tue 11/22,Nebraska,540744,4774
2551,Tue 11/22,Nevada,859537,11725
2552,Tue 11/22,New Hampshire,360317,2803
2553,Tue 11/22,New Jersey,2834045,35079
2554,Tue 11/22,New Mexico,641881,8717
2555,Tue 11/22,New York,6334600,76564
2556,Tue 11/22,North Carolina,3262335,28519
2557,Tue 11/22,North Dakota,275510,2434
2558,Tue 11/22,Northern Mariana Islands,13212,41
2559,Tue 11/22,Ohio,3218335,40533
2560,Tue 11/22,Oklahoma,1217825,15778
2561,Tue 11/22,Oregon,917164,8794
2562,Tue 11/22,Pennsylvania,3340506,48212
2563,Tue 11/22,Puerto Rico,1036848,5330
2564,Tue 11/22,Rhode Island,435778,3757
2565,Tue 11/22,South Carolina,1735351,19271
2566,Tue 11/22,South Dakota,266843,3106
2567,Tue 11/22,Tennessee,2318836,27952
2568,Tue 11/22,Texas,7964616,92281
2569,Tue 11/22,Utah,1054340,5089
2570,Tue 11/22,Vermont,146143,763
2571,Tue 11/22,Virgin Islands,23445,124
2572,Tue 11/22,Virginia,2140643,22453
2573,Tue 11/22,Washington,1849818,14742
2574,Tue 11/22,West Virginia,612916,7711
2575,Tue 11/22,Wisconsin,1918415,15640
2576,Tue 11/22,Wyoming,180426,1931
2577,Wed 11/23,Alabama,1545099,21112
2578,Wed 11/23,Alaska,299841,1390
2579,Wed 11/23,American Samoa,8262,34
2580,Wed 11/23,Arizona,2324560,31710
2581,Wed 11/23,Arkansas,966346,12554
2582,Wed 11/23,California,11458520,99684
2583,Wed 11/23,Colorado,1700918,13591
2584,Wed 11/23,Connecticut,923276,11572
2585,Wed 11/23,Delaware,316046,3172
2586,Wed 11/23,District of Columbia,170750,1403
2587,Wed 11/23,Florida,7195943,82875
2588,Wed 11/23,Georgia,2851525,39596
2589,Wed 11/23,Guam,60158,408
2590,Wed 11/23,Hawaii,357469,1729
2591,Wed 11/23,Idaho,504887,5264
2592,Wed 11/23,Illinois,3867743,40247
2593,Wed 11/23,Indiana,1959422,25079
2594,Wed 11/23,Iowa,868595,10255
2595,Wed 11/23,Kansas,898646,9794
2596,Wed 11/23,Kentucky,1635213,17555
2597,Wed 11/23,Louisiana,1470441,18261
2598,Wed 11/23,Maine,300713,2750
2599,Wed 11/23,Maryland,1284450,15786
2600,Wed 11/23,Massachusetts,2109719,22397
2601,Wed 11/23,Michigan,2929612,39920
2602,Wed 11/23,Minnesota,1707968,14039
2603,Wed 11/23,Mississippi,936814,13047
2604,Wed 11/23,Missouri,1705036,23037
2605,Wed 11/23,Montana,317381,3605
2606,Wed 11/23,Nebraska,540858,4774
2607,Wed 11/23,Nevada,859537,11749
2608,Wed 11/23,New Hampshire,360478,2806
2609,Wed 11/23,New Jersey,2835549,35093
2610,Wed 11/23,New Mexico,642634,8721
2611,Wed 11/23,New York,6338021,76618
2612,Wed 11/23,North Carolina,3268501,28546
2613,Wed 11/23,North Dakota,275510,2434
2614,Wed 11/23,Northern Mariana Islands,13212,41
2615,Wed 11/23,Ohio,3227759,40588
2616,Wed 11/23,Oklahoma,1217825,15778
2617,Wed 11/23,Oregon,920718,8831
2618,Wed 11/23,Pennsylvania,3350067,48355
2619,Wed 11/23,Puerto Rico,1037854,5337
2620,Wed 11/23,Rhode Island,436904,3771
2621,Wed 11/23,South Carolina,1735351,19271
2622,Wed 11/23,South Dakota,267689,3114
2623,Wed 11/23,Tennessee,2324539,28011
2624,Wed 11/23,Texas,7969186,92293
2625,Wed 11/23,Utah,1054340,5089
2626,Wed 11/23,Vermont,146442,770
2627,Wed 11/23,Virgin Islands,23445,124
2628,Wed 11/23,Virginia,2141888,22468
2629,Wed 11/23,Washington,1854190,14775
2630,Wed 11/23,West Virginia,613165,7714
2631,Wed 11/23,Wisconsin,1919240,15656
2632,Wed 11/23,Wyoming,180426,1931
2633,Thu 11/24,Alabama,1545099,21112
2634,Thu 11/24,Alaska,299841,1390
2635,Thu 11/24,American Samoa,8262,34
2636,Thu 11/24,Arizona,2324560,31710
2637,Thu 11/24,Arkansas,966797,12559
2638,Thu 11/24,California,11484761,99800
2639,Thu 11/24,Colorado,1700918,13591
2640,Thu 11/24,Connecticut,923912,11572
2641,Thu 11/24,Delaware,316046,3172
2642,Thu 11/24,District of Columbia,170750,1403
2643,Thu 11/24,Florida,7195943,82875
2644,Thu 11/24,Georgia,2851525,39596
2645,Thu 11/24,Guam,60158,408
2646,Thu 11/24,Hawaii,357469,1729
2647,Thu 11/24,Idaho,504887,5264
2648,Thu 11/24,Illinois,3867743,40247
2649,Thu 11/24,Indiana,1959422,25079
2650,Thu 11/24,Iowa,868595,10255
2651,Thu 11/24,Kansas,898646,9794
2652,Thu 11/24,Kentucky,1635213,17555
2653,Thu 11/24,Louisiana,1470441,18261
2654,Thu 11/24,Maine,300847,2750
2655,Thu 11/24,Maryland,1284450,15786
2656,Thu 11/24,Massachusetts,2109719,22397
2657,Thu 11/24,Michigan,2929612,39920
2658,Thu 11/24,Minnesota,1707968,14039
2659,Thu 11/24,Mississippi,936814,13047
2660,Thu 11/24,Missouri,1705036,23037
2661,Thu 11/24,Montana,317381,3605
2662,Thu 11/24,Nebraska,540858,4774
2663,Thu 11/24,Nevada,859537,11749
2664,Thu 11/24,New Hampshire,360478,2806
2665,Thu 11/24,New Jersey,2835549,35093
2666,Thu 11/24,New Mexico,642634,8721
2667,Thu 11/24,New York,6340383,76618
2668,Thu 11/24,North Carolina,3268501,28546
2669,Thu 11/24,North Dakota,275510,2434
2670,Thu 11/24,Northern Mariana Islands,13212,41
2671,Thu 11/24,Ohio,3227759,40588
2672,Thu 11/24,Oklahoma,1219820,15798
2673,Thu 11/24,Oregon,920718,8831
2674,Thu 11/24,Pennsylvania,3350067,48355
2675,Thu 11/24,Puerto Rico,1039249,5350
2676,Thu 11/24,Rhode Island,436904,3771
2677,Thu 11/24,South Carolina,1735351,19271
2678,Thu 11/24,South Dakota,267689,3114
2679,Thu 11/24,Tennessee,2324539,28011
2680,Thu 11/24,Texas,7969340,92294
2681,Thu 11/24,Utah,1054340,5089
2682,Thu 11/24,Vermont,146442,770
2683,Thu 11/24,Virgin Islands,23445,124
2684,Thu 11/24,Virginia,2143026,22468
2685,Thu 11/24,Washington,1854190,14775
2686,Thu 11/24,West Virginia,613165,7714
2687,Thu 11/24,Wisconsin,1920764,15651
2688,Thu 11/24,Wyoming,180426,1931
2689,Fri 11/25,Alabama,1545099,21112
2690,Fri 11/25,Alaska,299841,1390
2691,Fri 11/25,American Samoa,8262,34
2692,Fri 11/25,Arizona,2324560,31710
2693,Fri 11/25,Arkansas,966924,12559
2694,Fri 11/25,California,11489970,99821
2695,Fri 11/25,Colorado,1700918,13591
2696,Fri 11/25,Connecticut,924141,11572
2697,Fri 11/25,Delaware,316046,3172
2698,Fri 11/25,District of Columbia,171317,1403
2699,Fri 11/25,Florida,7195943,82875
2700,Fri 11/25,Georgia,2851525,39596
2701,Fri 11/25,Guam,60158,408
2702,Fri 11/25,Hawaii,357469,1729
2703,Fri 11/25,Idaho,504899,5264
2704,Fri 11/25,Illinois,3867743,40247
2705,Fri 11/25,Indiana,1959422,25138
2706,Fri 11/25,Iowa,870897,10276
2707,Fri 11/25,Kansas,898646,9794
2708,Fri 11/25,Kentucky,1635213,17555
2709,Fri 11/25,Louisiana,1470441,18261
2710,Fri 11/25,Maine,300847,2750
2711,Fri 11/25,Maryland,1284450,15786
2712,Fri 11/25,Massachusetts,2109719,22397
2713,Fri 11/25,Michigan,2929612,39972
2714,Fri 11/25,Minnesota,1707968,14039
2715,Fri 11/25,Mississippi,936814,13047
2716,Fri 11/25,Missouri,1705035,23037
2717,Fri 11/25,Montana,318245,3614
2718,Fri 11/25,Nebraska,541161,4774
2719,Fri 11/25,Nevada,861746,11749
2720,Fri 11/25,New Hampshire,360478,2806
2721,Fri 11/25,New Jersey,2839492,35097
2722,Fri 11/25,New Mexico,642634,8721
2723,Fri 11/25,New York,6342118,76618
2724,Fri 11/25,North Carolina,3268501,28546
2725,Fri 11/25,North Dakota,276274,2434
2726,Fri 11/25,Northern Mariana Islands,13212,41
2727,Fri 11/25,Ohio,3227759,40588
2728,Fri 11/25,Oklahoma,1219820,15798
2729,Fri 11/25,Oregon,920718,8831
2730,Fri 11/25,Pennsylvania,3350067,48355
2731,Fri 11/25,Puerto Rico,1039249,5350
2732,Fri 11/25,Rhode Island,436904,3771
2733,Fri 11/25,South Carolina,1735351,19271
2734,Fri 11/25,South Dakota,267689,3114
2735,Fri 11/25,Tennessee,2325723,28016
2736,Fri 11/25,Texas,7969340,92294
2737,Fri 11/25,Utah,1059170,5110
2738,Fri 11/25,Vermont,146442,770
2739,Fri 11/25,Virgin Islands,23445,124
2740,Fri 11/25,Virginia,2143804,22495
2741,Fri 11/25,Washington,1854190,14775
2742,Fri 11/25,West Virginia,613165,7714
2743,Fri 11/25,Wisconsin,1921427,15651
2744,Fri 11/25,Wyoming,180426,1931
2745,Sat 11/26,Alabama,1545099,21112
2746,Sat 11/26,Alaska,299841,1390
2747,Sat 11/26,American Samoa,8262,34
2748,Sat 11/26,Arizona,2324560,31710
2749,Sat 11/26,Arkansas,967113,12559
2750,Sat 11/26,California,11489970,99821
2751,Sat 11/26,Colorado,1700918,13591
2752,Sat 11/26,Connecticut,924141,11572
2753,Sat 11/26,Delaware,316046,3172
2754,Sat 11/26,District of Columbia,171317,1403
2755,Sat 11/26,Florida,7195943,82875
2756,Sat 11/26,Georgia,2851525,39596
2757,Sat 11/26,Guam,60158,408
2758,Sat 11/26,Hawaii,357469,1729
2759,Sat 11/26,Idaho,504899,5264
2760,Sat 11/26,Illinois,3867743,40247
2761,Sat 11/26,Indiana,1959422,25138
2762,Sat 11/26,Iowa,870897,10276
2763,Sat 11/26,Kansas,898646,9794
2764,Sat 11/26,Kentucky,1635213,17555
2765,Sat 11/26,Louisiana,1470441,18261
2766,Sat 11/26,Maine,300847,2750
2767,Sat 11/26,Maryland,1284450,15786
2768,Sat 11/26,Massachusetts,2109719,22397
2769,Sat 11/26,Michigan,2929612,39972
2770,Sat 11/26,Minnesota,1707968,14039
2771,Sat 11/26,Mississippi,936814,13047
2772,Sat 11/26,Missouri,1705035,23037
2773,Sat 11/26,Montana,318245,3614
2774,Sat 11/26,Nebraska,541161,4774
2775,Sat 11/26,Nevada,861746,11749
2776,Sat 11/26,New Hampshire,360478,2806
2777,Sat 11/26,New Jersey,2839492,35097
2778,Sat 11/26,New Mexico,642634,8721
2779,Sat 11/26,New York,6343119,76618
2780,Sat 11/26,North Carolina,3268501,28546
2781,Sat 11/26,North Dakota,276274,2434
2782,Sat 11/26,Northern Mariana Islands,13212,41
2783,Sat 11/26,Ohio,3227759,40588
2784,Sat 11/26,Oklahoma,1219820,15798
2785,Sat 11/26,Oregon,920718,8831
2786,Sat 11/26,Pennsylvania,3350067,48355
2787,Sat 11/26,Puerto Rico,1039249,5351
2788,Sat 11/26,Rhode Island,436904,3771
2789,Sat 11/26,South Carolina,1735351,19271
2790,Sat 11/26,South Dakota,267689,3114
2791,Sat 11/26,Tennessee,2325723,28016
2792,Sat 11/26,Texas,7969340,92294
2793,Sat 11/26,Utah,1059170,5110
2794,Sat 11/26,Vermont,146442,770
2795,Sat 11/26,Virgin Islands,23445,124
2796,Sat 11/26,Virginia,2143804,22495
2797,Sat 11/26,Washington,1854190,14775
2798,Sat 11/26,West Virginia,613165,7714
2799,Sat 11/26,Wisconsin,1921427,15651
2800,Sat 11/26,Wyoming,180426,1931
2801,Sun 11/27,Alabama,1545099,21112
2802,Sun 11/27,Alaska,299841,1390
2803,Sun 11/27,American Samoa,8262,34
2804,Sun 11/27,Arizona,2324560,31710
2805,Sun 11/27,Arkansas,967464,12559
2806,Sun 11/27,California,11489970,99821
2807,Sun 11/27,Colorado,1702894,13605
2808,Sun 11/27,Connecticut,925223,11572
2809,Sun 11/27,Delaware,316046,3172
2810,Sun 11/27,District of Columbia,171317,1403
2811,Sun 11/27,Florida,7195943,82875
2812,Sun 11/27,Georgia,2851525,39596
2813,Sun 11/27,Guam,60158,408
2814,Sun 11/27,Hawaii,357469,1729
2815,Sun 11/27,Idaho,504899,5264
2816,Sun 11/27,Illinois,3867743,40247
2817,Sun 11/27,Indiana,1959422,25138
2818,Sun 11/27,Iowa,870897,10276
2819,Sun 11/27,Kansas,898646,9794
2820,Sun 11/27,Kentucky,1635213,17555
2821,Sun 11/27,Louisiana,1470441,18261
2822,Sun 11/27,Maine,300847,2750
2823,Sun 11/27,Maryland,1284450,15786
2824,Sun 11/27,Massachusetts,2109719,22397
2825,Sun 11/27,Michigan,2929612,39972
2826,Sun 11/27,Minnesota,1707968,14039
2827,Sun 11/27,Mississippi,936814,13047
2828,Sun 11/27,Missouri,1705035,23037
2829,Sun 11/27,Montana,318245,3614
2830,Sun 11/27,Nebraska,541161,4774
2831,Sun 11/27,Nevada,861746,11749
2832,Sun 11/27,New Hampshire,360478,2806
2833,Sun 11/27,New Jersey,2839492,35097
2834,Sun 11/27,New Mexico,642634,8721
2835,Sun 11/27,New York,6344503,76618
2836,Sun 11/27,North Carolina,3268501,28546
2837,Sun 11/27,North Dakota,276274,2434
2838,Sun 11/27,Northern Mariana Islands,13212,41
2839,Sun 11/27,Ohio,3227759,40588
2840,Sun 11/27,Oklahoma,1219820,15798
2841,Sun 11/27,Oregon,920718,8831
2842,Sun 11/27,Pennsylvania,3350067,48355
2843,Sun 11/27,Puerto Rico,1041285,5351
2844,Sun 11/27,Rhode Island,436904,3771
2845,Sun 11/27,South Carolina,1735351,19271
2846,Sun 11/27,South Dakota,267689,3114
2847,Sun 11/27,Tennessee,2325723,28016
2848,Sun 11/27,Texas,7969340,92294
2849,Sun 11/27,Utah,1059170,5110
2850,Sun 11/27,Vermont,146442,770
2851,Sun 11/27,Virgin Islands,23445,124
2852,Sun 11/27,Virginia,2143804,22495
2853,Sun 11/27,Washington,1854190,14775
2854,Sun 11/27,West Virginia,613165,7714
2855,Sun 11/27,Wisconsin,1921427,15651
2856,Sun 11/27,Wyoming,180426,1931
2857,Mon 11/28,Alabama,1545099,21112
2858,Mon 11/28,Alaska,299841,1390
2859,Mon 11/28,American Samoa,8262,34
2860,Mon 11/28,Arizona,2324560,31710
2861,Mon 11/28,Arkansas,967626,12559
2862,Mon 11/28,California,11495367,99836
2863,Mon 11/28,Colorado,1705158,13605
2864,Mon 11/28,Connecticut,925377,11572
2865,Mon 11/28,Delaware,316571,3172
2866,Mon 11/28,District of Columbia,171317,1403
2867,Mon 11/28,Florida,7195943,82875
2868,Mon 11/28,Georgia,2851525,39596
2869,Mon 11/28,Guam,60158,408
2870,Mon 11/28,Hawaii,357469,1729
2871,Mon 11/28,Idaho,504911,5264
2872,Mon 11/28,Illinois,3876075,40264
2873,Mon 11/28,Indiana,1959422,25138
2874,Mon 11/28,Iowa,870897,10278
2875,Mon 11/28,Kansas,898712,9799
2876,Mon 11/28,Kentucky,1639218,17591
2877,Mon 11/28,Louisiana,1470441,18261
2878,Mon 11/28,Maine,300847,2750
2879,Mon 11/28,Maryland,1285181,15796
2880,Mon 11/28,Massachusetts,2109719,22397
2881,Mon 11/28,Michigan,2929612,39972
2882,Mon 11/28,Minnesota,1707968,14039
2883,Mon 11/28,Mississippi,938189,13047
2884,Mon 11/28,Missouri,1705426,23037
2885,Mon 11/28,Montana,318360,3614
2886,Mon 11/28,Nebraska,542770,4800
2887,Mon 11/28,Nevada,861746,11749
2888,Mon 11/28,New Hampshire,361014,2812
2889,Mon 11/28,New Jersey,2843317,35102
2890,Mon 11/28,New Mexico,644818,8721
2891,Mon 11/28,New York,6357517,76665
2892,Mon 11/28,North Carolina,3268501,28546
2893,Mon 11/28,North Dakota,276274,2434
2894,Mon 11/28,Northern Mariana Islands,13212,41
2895,Mon 11/28,Ohio,3227759,40588
2896,Mon 11/28,Oklahoma,1219820,15798
2897,Mon 11/28,Oregon,920718,8831
2898,Mon 11/28,Pennsylvania,3350584,48355
2899,Mon 11/28,Puerto Rico,1041285,5352
2900,Mon 11/28,Rhode Island,436904,3771
2901,Mon 11/28,South Carolina,1735351,19271
2902,Mon 11/28,South Dakota,267689,3114
2903,Mon 11/28,Tennessee,2325723,28016
2904,Mon 11/28,Texas,7978968,92307
2905,Mon 11/28,Utah,1059170,5110
2906,Mon 11/28,Vermont,146442,770
2907,Mon 11/28,Virgin Islands,23445,124
2908,Mon 11/28,Virginia,2146026,22502
2909,Mon 11/28,Washington,1854190,14775
2910,Mon 11/28,West Virginia,614030,7714
2911,Mon 11/28,Wisconsin,1921427,15651
2912,Mon 11/28,Wyoming,180426,1931
2913,Tue 11/29,Alabama,1545099,21112
2914,Tue 11/29,Alaska,300238,1390
2915,Tue 11/29,American Samoa,8262,34
2916,Tue 11/29,Arizona,2324560,31710
2917,Tue 11/29,Arkansas,968230,12566
2918,Tue 11/29,California,11497895,99846
2919,Tue 11/29,Colorado,1706600,13628
2920,Tue 11/29,Connecticut,926106,11587
2921,Tue 11/29,Delaware,316709,3172
2922,Tue 11/29,District of Columbia,171317,1403
2923,Tue 11/29,Florida,7195943,82875
2924,Tue 11/29,Georgia,2851525,39596
2925,Tue 11/29,Guam,60158,408
2926,Tue 11/29,Hawaii,357469,1729
2927,Tue 11/29,Idaho,504932,5264
2928,Tue 11/29,Illinois,3878603,40282
2929,Tue 11/29,Indiana,1959422,25138
2930,Tue 11/29,Iowa,870897,10278
2931,Tue 11/29,Kansas,898712,9799
2932,Tue 11/29,Kentucky,1639218,17591
2933,Tue 11/29,Louisiana,1470441,18261
2934,Tue 11/29,Maine,301317,2750
2935,Tue 11/29,Maryland,1287789,15809
2936,Tue 11/29,Massachusetts,2109719,22397
2937,Tue 11/29,Michigan,2938443,40033
2938,Tue 11/29,Minnesota,1707968,14039
2939,Tue 11/29,Mississippi,940023,13065
2940,Tue 11/29,Missouri,1710636,23067
2941,Tue 11/29,Montana,318360,3614
2942,Tue 11/29,Nebraska,542936,4800
2943,Tue 11/29,Nevada,861746,11749
2944,Tue 11/29,New Hampshire,361147,2814
2945,Tue 11/29,New Jersey,2845600,35126
2946,Tue 11/29,New Mexico,645666,8721
2947,Tue 11/29,New York,6363550,76709
2948,Tue 11/29,North Carolina,3268501,28546
2949,Tue 11/29,North Dakota,276274,2434
2950,Tue 11/29,Northern Mariana Islands,13212,41
2951,Tue 11/29,Ohio,3227759,40588
2952,Tue 11/29,Oklahoma,1219820,15798
2953,Tue 11/29,Oregon,920718,8831
2954,Tue 11/29,Pennsylvania,3350584,48355
2955,Tue 11/29,Puerto Rico,1041979,5361
2956,Tue 11/29,Rhode Island,436904,3771
2957,Tue 11/29,South Carolina,1738379,19274
2958,Tue 11/29,South Dakota,267689,3114
2959,Tue 11/29,Tennessee,2325723,28016
2960,Tue 11/29,Texas,7979475,92307
2961,Tue 11/29,Utah,1059170,5110
2962,Tue 11/29,Vermont,146442,770
2963,Tue 11/29,Virgin Islands,23445,124
2964,Tue 11/29,Virginia,2147680,22519
2965,Tue 11/29,Washington,1855244,14775
2966,Tue 11/29,West Virginia,614319,7723
2967,Tue 11/29,Wisconsin,1924772,15658
2968,Tue 11/29,Wyoming,180925,1938
2969,Wed 11/30,Alabama,1549285,21129
2970,Wed 11/30,Alaska,300238,1390
2971,Wed 11/30,American Samoa,8262,34
2972,Wed 11/30,Arizona,2337547,31751
2973,Wed 11/30,Arkansas,968871,12573
2974,Wed 11/30,California,11502638,99856
2975,Wed 11/30,Colorado,1708152,13628
2976,Wed 11/30,Connecticut,926947,11587
2977,Wed 11/30,Delaware,316956,3172
2978,Wed 11/30,District of Columbia,171317,1403
2979,Wed 11/30,Florida,7195943,82875
2980,Wed 11/30,Georgia,2857433,39637
2981,Wed 11/30,Guam,60299,410
2982,Wed 11/30,Hawaii,358458,1734
2983,Wed 11/30,Idaho,506320,5281
2984,Wed 11/30,Illinois,3884333,40303
2985,Wed 11/30,Indiana,1965757,25138
2986,Wed 11/30,Iowa,873595,10296
2987,Wed 11/30,Kansas,902082,9801
2988,Wed 11/30,Kentucky,1639218,17591
2989,Wed 11/30,Louisiana,1473092,18274
2990,Wed 11/30,Maine,301560,2750
2991,Wed 11/30,Maryland,1288582,15820
2992,Wed 11/30,Massachusetts,2109719,22397
2993,Wed 11/30,Michigan,2938443,40033
2994,Wed 11/30,Minnesota,1707968,14039
2995,Wed 11/30,Mississippi,940023,13065
2996,Wed 11/30,Missouri,1711098,23067
2997,Wed 11/30,Montana,318360,3614
2998,Wed 11/30,Nebraska,542936,4800
2999,Wed 11/30,Nevada,861746,11755
3000,Wed 11/30,New Hampshire,361370,2816
3001,Wed 11/30,New Jersey,2848609,35145
3002,Wed 11/30,New Mexico,646566,8721
3003,Wed 11/30,New York,6370527,76738
3004,Wed 11/30,North Carolina,3275343,28559
3005,Wed 11/30,North Dakota,276274,2434
3006,Wed 11/30,Northern Mariana Islands,13212,41
3007,Wed 11/30,Ohio,3227759,40588
3008,Wed 11/30,Oklahoma,1219820,15798
3009,Wed 11/30,Oregon,924632,8870
3010,Wed 11/30,Pennsylvania,3360797,48467
3011,Wed 11/30,Puerto Rico,1044308,5367
3012,Wed 11/30,Rhode Island,436904,3771
3013,Wed 11/30,South Carolina,1738379,19274
3014,Wed 11/30,South Dakota,268797,3117
3015,Wed 11/30,Tennessee,2329549,28023
3016,Wed 11/30,Texas,7987363,92323
3017,Wed 11/30,Utah,1059170,5110
3018,Wed 11/30,Vermont,146777,770
3019,Wed 11/30,Virgin Islands,23445,124
3020,Wed 11/30,Virginia,2149512,22543
3021,Wed 11/30,Washington,1859858,14738
3022,Wed 11/30,West Virginia,614646,7727
3023,Wed 11/30,Wisconsin,1926443,15668
3024,Wed 11/30,Wyoming,180925,1938
3025,Thu 12/1,Alabama,1549285,21129
3026,Thu 12/1,Alaska,300238,1390
3027,Thu 12/1,American Samoa,8263,34
3028,Thu 12/1,Arizona,2337547,31751
3029,Thu 12/1,Arkansas,969642,12580
3030,Thu 12/1,California,11535834,99913
3031,Thu 12/1,Colorado,1709483,13646
3032,Thu 12/1,Connecticut,927641,11587
3033,Thu 12/1,Delaware,317174,3172
3034,Thu 12/1,District of Columbia,171608,1407
3035,Thu 12/1,Florida,7195943,82875
3036,Thu 12/1,Georgia,2857433,39637
3037,Thu 12/1,Guam,60299,410
3038,Thu 12/1,Hawaii,358458,1734
3039,Thu 12/1,Idaho,506399,5281
3040,Thu 12/1,Illinois,3888967,40325
3041,Thu 12/1,Indiana,1965757,25164
3042,Thu 12/1,Iowa,873597,10296
3043,Thu 12/1,Kansas,902099,9801
3044,Thu 12/1,Kentucky,1639218,17591
3045,Thu 12/1,Louisiana,1473092,18274
3046,Thu 12/1,Maine,301752,2750
3047,Thu 12/1,Maryland,1289880,15825
3048,Thu 12/1,Massachusetts,2115549,22488
3049,Thu 12/1,Michigan,2938443,40085
3050,Thu 12/1,Minnesota,1713190,14094
3051,Thu 12/1,Mississippi,940023,13065
3052,Thu 12/1,Missouri,1711273,23067
3053,Thu 12/1,Montana,318360,3614
3054,Thu 12/1,Nebraska,543224,4800
3055,Thu 12/1,Nevada,864406,11755
3056,Thu 12/1,New Hampshire,361607,2821
3057,Thu 12/1,New Jersey,2851189,35161
3058,Thu 12/1,New Mexico,647334,8721
3059,Thu 12/1,New York,6380036,76759
3060,Thu 12/1,North Carolina,3275343,28559
3061,Thu 12/1,North Dakota,276274,2434
3062,Thu 12/1,Northern Mariana Islands,13212,41
3063,Thu 12/1,Ohio,3243850,40659
3064,Thu 12/1,Oklahoma,1225997,15986
3065,Thu 12/1,Oregon,924632,8870
3066,Thu 12/1,Pennsylvania,3360797,48467
3067,Thu 12/1,Puerto Rico,1044308,5376
3068,Thu 12/1,Rhode Island,437972,3774
3069,Thu 12/1,South Carolina,1738379,19274
3070,Thu 12/1,South Dakota,268797,3117
3071,Thu 12/1,Tennessee,2329549,28023
3072,Thu 12/1,Texas,7988954,92327
3073,Thu 12/1,Utah,1059170,5110
3074,Thu 12/1,Vermont,146777,770
3075,Thu 12/1,Virgin Islands,23445,124
3076,Thu 12/1,Virginia,2151313,22562
3077,Thu 12/1,Washington,1858440,14739
3078,Thu 12/1,West Virginia,615040,7733
3079,Thu 12/1,Wisconsin,1927886,15679
3080,Thu 12/1,Wyoming,180925,1938
3081,Fri 12/2,Alabama,1549285,21129
3082,Fri 12/2,Alaska,300238,1390
3083,Fri 12/2,American Samoa,8263,34
3084,Fri 12/2,Arizona,2337547,31751
3085,Fri 12/2,Arkansas,970396,12587
3086,Fri 12/2,California,11540816,99932
3087,Fri 12/2,Colorado,1711236,13651
3088,Fri 12/2,Connecticut,928712,11587
3089,Fri 12/2,Delaware,317405,3172
3090,Fri 12/2,District of Columbia,171608,1407
3091,Fri 12/2,Florida,7226875,83100
3092,Fri 12/2,Georgia,2857433,39637
3093,Fri 12/2,Guam,60299,410
3094,Fri 12/2,Hawaii,358458,1734
3095,Fri 12/2,Idaho,506417,5281
3096,Fri 12/2,Illinois,3892217,40339
3097,Fri 12/2,Indiana,1965757,25164
3098,Fri 12/2,Iowa,873597,10296
3099,Fri 12/2,Kansas,902143,9819
3100,Fri 12/2,Kentucky,1639218,17591
3101,Fri 12/2,Louisiana,1473092,18274
3102,Fri 12/2,Maine,301931,2752
3103,Fri 12/2,Maryland,1291132,15831
3104,Fri 12/2,Massachusetts,2115549,22488
3105,Fri 12/2,Michigan,2938443,40085
3106,Fri 12/2,Minnesota,1713190,14094
3107,Fri 12/2,Mississippi,940023,13065
3108,Fri 12/2,Missouri,1711984,23074
3109,Fri 12/2,Montana,319194,3617
3110,Fri 12/2,Nebraska,544705,4809
3111,Fri 12/2,Nevada,864406,11755
3112,Fri 12/2,New Hampshire,361890,2823
3113,Fri 12/2,New Jersey,2854044,35178
3114,Fri 12/2,New Mexico,647984,8721
3115,Fri 12/2,New York,6388095,76783
3116,Fri 12/2,North Carolina,3275343,28559
3117,Fri 12/2,North Dakota,277366,2434
3118,Fri 12/2,Northern Mariana Islands,13212,41
3119,Fri 12/2,Ohio,3243850,40659
3120,Fri 12/2,Oklahoma,1225997,15986
3121,Fri 12/2,Oregon,924632,8870
3122,Fri 12/2,Pennsylvania,3360797,48467
3123,Fri 12/2,Puerto Rico,1048678,5383
3124,Fri 12/2,Rhode Island,437972,3774
3125,Fri 12/2,South Carolina,1738379,19274
3126,Fri 12/2,South Dakota,268797,3117
3127,Fri 12/2,Tennessee,2329549,28023
3128,Fri 12/2,Texas,7989576,92327
3129,Fri 12/2,Utah,1063566,5127
3130,Fri 12/2,Vermont,146777,770
3131,Fri 12/2,Virgin Islands,23445,124
3132,Fri 12/2,Virginia,2153223,22582
3133,Fri 12/2,Washington,1858440,14739
3134,Fri 12/2,West Virginia,615332,7740
3135,Fri 12/2,Wisconsin,1929331,15684
3136,Fri 12/2,Wyoming,180925,1938
3137,Sat 12/3,Alabama,1549285,21129
3138,Sat 12/3,Alaska,300238,1390
3139,Sat 12/3,American Samoa,8263,34
3140,Sat 12/3,Arizona,2337547,31751
3141,Sat 12/3,Arkansas,970857,12594
3142,Sat 12/3,California,11540816,99932
3143,Sat 12/3,Colorado,1711236,13651
3144,Sat 12/3,Connecticut,928712,11587
3145,Sat 12/3,Delaware,317405,3172
